# radius(km)    Ye
8.721744e+01 5.000000e-01
8.731746e+01 5.000000e-01
8.741748e+01 5.000000e-01
8.751750e+01 5.000000e-01
8.761752e+01 5.000000e-01
8.771754e+01 5.000000e-01
8.781756e+01 5.000000e-01
8.791758e+01 5.000000e-01
8.801760e+01 5.000000e-01
8.811762e+01 5.000000e-01
8.821764e+01 5.000000e-01
8.831766e+01 5.000000e-01
8.841768e+01 5.000000e-01
8.851770e+01 5.000000e-01
8.861772e+01 5.000000e-01
8.871774e+01 5.000000e-01
8.881776e+01 5.000000e-01
8.891778e+01 5.000000e-01
8.901780e+01 5.000000e-01
8.911782e+01 5.000000e-01
8.921784e+01 5.000000e-01
8.931786e+01 5.000000e-01
8.941788e+01 5.000000e-01
8.951790e+01 5.000000e-01
8.961792e+01 5.000000e-01
8.971794e+01 5.000000e-01
8.981796e+01 5.000000e-01
8.991798e+01 5.000000e-01
9.001800e+01 5.000000e-01
9.011802e+01 5.000000e-01
9.021804e+01 5.000000e-01
9.031806e+01 5.000000e-01
9.041808e+01 5.000000e-01
9.051810e+01 5.000000e-01
9.061812e+01 5.000000e-01
9.071814e+01 5.000000e-01
9.081816e+01 5.000000e-01
9.091818e+01 5.000000e-01
9.101820e+01 5.000000e-01
9.111822e+01 5.000000e-01
9.121824e+01 5.000000e-01
9.131826e+01 5.000000e-01
9.141828e+01 5.000000e-01
9.151830e+01 5.000000e-01
9.161832e+01 5.000000e-01
9.171834e+01 5.000000e-01
9.181836e+01 5.000000e-01
9.191838e+01 5.000000e-01
9.201840e+01 5.000000e-01
9.211842e+01 5.000000e-01
9.221844e+01 5.000000e-01
9.231846e+01 5.000000e-01
9.241848e+01 5.000000e-01
9.251850e+01 5.000000e-01
9.261852e+01 5.000000e-01
9.271854e+01 5.000000e-01
9.281856e+01 5.000000e-01
9.291858e+01 5.000000e-01
9.301860e+01 5.000000e-01
9.311862e+01 5.000000e-01
9.321864e+01 5.000000e-01
9.331866e+01 5.000000e-01
9.341868e+01 5.000000e-01
9.351870e+01 5.000000e-01
9.361872e+01 5.000000e-01
9.371874e+01 5.000000e-01
9.381876e+01 5.000000e-01
9.391878e+01 5.000000e-01
9.401880e+01 5.000000e-01
9.411882e+01 5.000000e-01
9.421884e+01 5.000000e-01
9.431886e+01 5.000000e-01
9.441888e+01 5.000000e-01
9.451890e+01 5.000000e-01
9.461892e+01 5.000000e-01
9.471894e+01 5.000000e-01
9.481896e+01 5.000000e-01
9.491898e+01 5.000000e-01
9.501900e+01 5.000000e-01
9.511902e+01 5.000000e-01
9.521904e+01 5.000000e-01
9.531906e+01 5.000000e-01
9.541908e+01 5.000000e-01
9.551910e+01 5.000000e-01
9.561912e+01 5.000000e-01
9.571914e+01 5.000000e-01
9.581916e+01 5.000000e-01
9.591918e+01 5.000000e-01
9.601920e+01 5.000000e-01
9.611922e+01 5.000000e-01
9.621924e+01 5.000000e-01
9.631926e+01 5.000000e-01
9.641928e+01 5.000000e-01
9.651930e+01 5.000000e-01
9.661932e+01 5.000000e-01
9.671934e+01 5.000000e-01
9.681936e+01 5.000000e-01
9.691938e+01 5.000000e-01
9.701940e+01 5.000000e-01
9.711942e+01 5.000000e-01
9.721944e+01 5.000000e-01
9.731946e+01 5.000000e-01
9.741948e+01 5.000000e-01
9.751950e+01 5.000000e-01
9.761952e+01 5.000000e-01
9.771954e+01 5.000000e-01
9.781956e+01 5.000000e-01
9.791958e+01 5.000000e-01
9.801960e+01 5.000000e-01
9.811962e+01 5.000000e-01
9.821964e+01 5.000000e-01
9.831966e+01 5.000000e-01
9.841968e+01 5.000000e-01
9.851970e+01 5.000000e-01
9.861972e+01 5.000000e-01
9.871974e+01 5.000000e-01
9.881976e+01 5.000000e-01
9.891978e+01 5.000000e-01
9.901980e+01 5.000000e-01
9.911982e+01 5.000000e-01
9.921984e+01 5.000000e-01
9.931986e+01 5.000000e-01
9.941988e+01 5.000000e-01
9.951990e+01 5.000000e-01
9.961992e+01 5.000000e-01
9.971994e+01 5.000000e-01
9.981996e+01 5.000000e-01
9.991998e+01 5.000000e-01
1.000200e+02 5.000000e-01
1.001200e+02 5.000000e-01
1.002200e+02 5.000000e-01
1.003201e+02 5.000000e-01
1.004201e+02 5.000000e-01
1.005201e+02 5.000000e-01
1.006201e+02 5.000000e-01
1.007201e+02 5.000000e-01
1.008202e+02 5.000000e-01
1.009202e+02 5.000000e-01
1.010202e+02 5.000000e-01
1.011202e+02 5.000000e-01
1.012202e+02 5.000000e-01
1.013203e+02 5.000000e-01
1.014203e+02 5.000000e-01
1.015203e+02 5.000000e-01
1.016203e+02 5.000000e-01
1.017203e+02 5.000000e-01
1.018204e+02 5.000000e-01
1.019204e+02 5.000000e-01
1.020204e+02 5.000000e-01
1.021204e+02 5.000000e-01
1.022204e+02 5.000000e-01
1.023205e+02 5.000000e-01
1.024205e+02 5.000000e-01
1.025205e+02 5.000000e-01
1.026205e+02 5.000000e-01
1.027205e+02 5.000000e-01
1.028206e+02 5.000000e-01
1.029206e+02 5.000000e-01
1.030206e+02 5.000000e-01
1.031206e+02 5.000000e-01
1.032206e+02 5.000000e-01
1.033207e+02 5.000000e-01
1.034207e+02 5.000000e-01
1.035207e+02 5.000000e-01
1.036207e+02 5.000000e-01
1.037207e+02 5.000000e-01
1.038208e+02 5.000000e-01
1.039208e+02 5.000000e-01
1.040208e+02 5.000000e-01
1.041208e+02 5.000000e-01
1.042208e+02 5.000000e-01
1.043209e+02 5.000000e-01
1.044209e+02 5.000000e-01
1.045209e+02 5.000000e-01
1.046209e+02 5.000000e-01
1.047209e+02 5.000000e-01
1.048210e+02 5.000000e-01
1.049210e+02 5.000000e-01
1.050210e+02 5.000000e-01
1.051210e+02 5.000000e-01
1.052210e+02 5.000000e-01
1.053211e+02 5.000000e-01
1.054211e+02 5.000000e-01
1.055211e+02 5.000000e-01
1.056211e+02 5.000000e-01
1.057211e+02 5.000000e-01
1.058212e+02 5.000000e-01
1.059212e+02 5.000000e-01
1.060212e+02 5.000000e-01
1.061212e+02 5.000000e-01
1.062212e+02 5.000000e-01
1.063213e+02 5.000000e-01
1.064213e+02 5.000000e-01
1.065213e+02 5.000000e-01
1.066213e+02 5.000000e-01
1.067213e+02 5.000000e-01
1.068214e+02 5.000000e-01
1.069214e+02 5.000000e-01
1.070214e+02 5.000000e-01
1.071214e+02 5.000000e-01
1.072214e+02 5.000000e-01
1.073215e+02 5.000000e-01
1.074215e+02 5.000000e-01
1.075215e+02 5.000000e-01
1.076215e+02 5.000000e-01
1.077215e+02 5.000000e-01
1.078216e+02 5.000000e-01
1.079216e+02 5.000000e-01
1.080216e+02 5.000000e-01
1.081216e+02 5.000000e-01
1.082216e+02 5.000000e-01
1.083217e+02 5.000000e-01
1.084217e+02 5.000000e-01
1.085217e+02 5.000000e-01
1.086217e+02 5.000000e-01
1.087217e+02 5.000000e-01
1.088218e+02 5.000000e-01
1.089218e+02 5.000000e-01
1.090218e+02 5.000000e-01
1.091218e+02 5.000000e-01
1.092218e+02 5.000000e-01
1.093219e+02 5.000000e-01
1.094219e+02 5.000000e-01
1.095219e+02 5.000000e-01
1.096219e+02 5.000000e-01
1.097219e+02 5.000000e-01
1.098220e+02 5.000000e-01
1.099220e+02 5.000000e-01
1.100220e+02 5.000000e-01
1.101220e+02 5.000000e-01
1.102220e+02 5.000000e-01
1.103221e+02 5.000000e-01
1.104221e+02 5.000000e-01
1.105221e+02 5.000000e-01
1.106221e+02 5.000000e-01
1.107221e+02 5.000000e-01
1.108222e+02 5.000000e-01
1.109222e+02 5.000000e-01
1.110222e+02 5.000000e-01
1.111222e+02 5.000000e-01
1.112222e+02 5.000000e-01
1.113223e+02 5.000000e-01
1.114223e+02 5.000000e-01
1.115223e+02 5.000000e-01
1.116223e+02 5.000000e-01
1.117223e+02 5.000000e-01
1.118224e+02 5.000000e-01
1.119224e+02 5.000000e-01
1.120224e+02 5.000000e-01
1.121224e+02 5.000000e-01
1.122224e+02 5.000000e-01
1.123225e+02 5.000000e-01
1.124225e+02 5.000000e-01
1.125225e+02 5.000000e-01
1.126225e+02 5.000000e-01
1.127225e+02 5.000000e-01
1.128226e+02 5.000000e-01
1.129226e+02 5.000000e-01
1.130226e+02 5.000000e-01
1.131226e+02 5.000000e-01
1.132226e+02 5.000000e-01
1.133227e+02 5.000000e-01
1.134227e+02 5.000000e-01
1.135227e+02 5.000000e-01
1.136227e+02 5.000000e-01
1.137227e+02 5.000000e-01
1.138228e+02 5.000000e-01
1.139228e+02 5.000000e-01
1.140228e+02 5.000000e-01
1.141228e+02 5.000000e-01
1.142228e+02 5.000000e-01
1.143229e+02 5.000000e-01
1.144229e+02 5.000000e-01
1.145229e+02 5.000000e-01
1.146229e+02 5.000000e-01
1.147229e+02 5.000000e-01
1.148230e+02 5.000000e-01
1.149230e+02 5.000000e-01
1.150230e+02 5.000000e-01
1.151230e+02 5.000000e-01
1.152230e+02 5.000000e-01
1.153231e+02 5.000000e-01
1.154231e+02 5.000000e-01
1.155231e+02 5.000000e-01
1.156231e+02 5.000000e-01
1.157231e+02 5.000000e-01
1.158232e+02 5.000000e-01
1.159232e+02 5.000000e-01
1.160232e+02 5.000000e-01
1.161232e+02 5.000000e-01
1.162232e+02 5.000000e-01
1.163233e+02 5.000000e-01
1.164233e+02 5.000000e-01
1.165233e+02 5.000000e-01
1.166233e+02 5.000000e-01
1.167233e+02 5.000000e-01
1.168234e+02 5.000000e-01
1.169234e+02 5.000000e-01
1.170234e+02 5.000000e-01
1.171234e+02 5.000000e-01
1.172234e+02 5.000000e-01
1.173235e+02 5.000000e-01
1.174235e+02 5.000000e-01
1.175235e+02 5.000000e-01
1.176235e+02 5.000000e-01
1.177235e+02 5.000000e-01
1.178236e+02 5.000000e-01
1.179236e+02 5.000000e-01
1.180236e+02 5.000000e-01
1.181236e+02 5.000000e-01
1.182236e+02 5.000000e-01
1.183237e+02 5.000000e-01
1.184237e+02 5.000000e-01
1.185237e+02 5.000000e-01
1.186237e+02 5.000000e-01
1.187237e+02 5.000000e-01
1.188238e+02 5.000000e-01
1.189238e+02 5.000000e-01
1.190238e+02 5.000000e-01
1.191238e+02 5.000000e-01
1.192238e+02 5.000000e-01
1.193239e+02 5.000000e-01
1.194239e+02 5.000000e-01
1.195239e+02 5.000000e-01
1.196239e+02 5.000000e-01
1.197239e+02 5.000000e-01
1.198240e+02 5.000000e-01
1.199240e+02 5.000000e-01
1.200240e+02 5.000000e-01
1.201240e+02 5.000000e-01
1.202240e+02 5.000000e-01
1.203241e+02 5.000000e-01
1.204241e+02 5.000000e-01
1.205241e+02 5.000000e-01
1.206241e+02 5.000000e-01
1.207241e+02 5.000000e-01
1.208242e+02 5.000000e-01
1.209242e+02 5.000000e-01
1.210242e+02 5.000000e-01
1.211242e+02 5.000000e-01
1.212242e+02 5.000000e-01
1.213243e+02 5.000000e-01
1.214243e+02 5.000000e-01
1.215243e+02 5.000000e-01
1.216243e+02 5.000000e-01
1.217243e+02 5.000000e-01
1.218244e+02 5.000000e-01
1.219244e+02 5.000000e-01
1.220244e+02 5.000000e-01
1.221244e+02 5.000000e-01
1.222244e+02 5.000000e-01
1.223245e+02 5.000000e-01
1.224245e+02 5.000000e-01
1.225245e+02 5.000000e-01
1.226245e+02 5.000000e-01
1.227245e+02 5.000000e-01
1.228246e+02 5.000000e-01
1.229246e+02 5.000000e-01
1.230246e+02 5.000000e-01
1.231246e+02 5.000000e-01
1.232246e+02 5.000000e-01
1.233247e+02 5.000000e-01
1.234247e+02 5.000000e-01
1.235247e+02 5.000000e-01
1.236247e+02 5.000000e-01
1.237247e+02 5.000000e-01
1.238248e+02 5.000000e-01
1.239248e+02 5.000000e-01
1.240248e+02 5.000000e-01
1.241248e+02 5.000000e-01
1.242248e+02 5.000000e-01
1.243249e+02 5.000000e-01
1.244249e+02 5.000000e-01
1.245249e+02 5.000000e-01
1.246249e+02 5.000000e-01
1.247249e+02 5.000000e-01
1.248250e+02 5.000000e-01
1.249250e+02 5.000000e-01
1.250250e+02 5.000000e-01
1.251250e+02 5.000000e-01
1.252250e+02 5.000000e-01
1.253251e+02 5.000000e-01
1.254251e+02 5.000000e-01
1.255251e+02 5.000000e-01
1.256251e+02 5.000000e-01
1.257251e+02 5.000000e-01
1.258252e+02 5.000000e-01
1.259252e+02 5.000000e-01
1.260252e+02 5.000000e-01
1.261252e+02 5.000000e-01
1.262252e+02 5.000000e-01
1.263253e+02 5.000000e-01
1.264253e+02 5.000000e-01
1.265253e+02 5.000000e-01
1.266253e+02 5.000000e-01
1.267253e+02 5.000000e-01
1.268254e+02 5.000000e-01
1.269254e+02 5.000000e-01
1.270254e+02 5.000000e-01
1.271254e+02 5.000000e-01
1.272254e+02 5.000000e-01
1.273255e+02 5.000000e-01
1.274255e+02 5.000000e-01
1.275255e+02 5.000000e-01
1.276255e+02 5.000000e-01
1.277255e+02 5.000000e-01
1.278256e+02 5.000000e-01
1.279256e+02 5.000000e-01
1.280256e+02 5.000000e-01
1.281256e+02 5.000000e-01
1.282256e+02 5.000000e-01
1.283257e+02 5.000000e-01
1.284257e+02 5.000000e-01
1.285257e+02 5.000000e-01
1.286257e+02 5.000000e-01
1.287257e+02 5.000000e-01
1.288258e+02 5.000000e-01
1.289258e+02 5.000000e-01
1.290258e+02 5.000000e-01
1.291258e+02 5.000000e-01
1.292258e+02 5.000000e-01
1.293259e+02 5.000000e-01
1.294259e+02 5.000000e-01
1.295259e+02 5.000000e-01
1.296259e+02 5.000000e-01
1.297259e+02 5.000000e-01
1.298260e+02 5.000000e-01
1.299260e+02 5.000000e-01
1.300260e+02 5.000000e-01
1.301260e+02 5.000000e-01
1.302260e+02 5.000000e-01
1.303261e+02 5.000000e-01
1.304261e+02 5.000000e-01
1.305261e+02 5.000000e-01
1.306261e+02 5.000000e-01
1.307261e+02 5.000000e-01
1.308262e+02 5.000000e-01
1.309262e+02 5.000000e-01
1.310262e+02 5.000000e-01
1.311262e+02 5.000000e-01
1.312262e+02 5.000000e-01
1.313263e+02 5.000000e-01
1.314263e+02 5.000000e-01
1.315263e+02 5.000000e-01
1.316263e+02 5.000000e-01
1.317263e+02 5.000000e-01
1.318264e+02 5.000000e-01
1.319264e+02 5.000000e-01
1.320264e+02 5.000000e-01
1.321264e+02 5.000000e-01
1.322264e+02 5.000000e-01
1.323265e+02 5.000000e-01
1.324265e+02 5.000000e-01
1.325265e+02 5.000000e-01
1.326265e+02 5.000000e-01
1.327265e+02 5.000000e-01
1.328266e+02 5.000000e-01
1.329266e+02 5.000000e-01
1.330266e+02 5.000000e-01
1.331266e+02 5.000000e-01
1.332266e+02 5.000000e-01
1.333267e+02 5.000000e-01
1.334267e+02 5.000000e-01
1.335267e+02 5.000000e-01
1.336267e+02 5.000000e-01
1.337267e+02 5.000000e-01
1.338268e+02 5.000000e-01
1.339268e+02 5.000000e-01
1.340268e+02 5.000000e-01
1.341268e+02 5.000000e-01
1.342268e+02 5.000000e-01
1.343269e+02 5.000000e-01
1.344269e+02 5.000000e-01
1.345269e+02 5.000000e-01
1.346269e+02 5.000000e-01
1.347269e+02 5.000000e-01
1.348270e+02 5.000000e-01
1.349270e+02 5.000000e-01
1.350270e+02 5.000000e-01
1.351270e+02 5.000000e-01
1.352270e+02 5.000000e-01
1.353271e+02 5.000000e-01
1.354271e+02 5.000000e-01
1.355271e+02 5.000000e-01
1.356271e+02 5.000000e-01
1.357271e+02 5.000000e-01
1.358272e+02 5.000000e-01
1.359272e+02 5.000000e-01
1.360272e+02 5.000000e-01
1.361272e+02 5.000000e-01
1.362272e+02 5.000000e-01
1.363273e+02 5.000000e-01
1.364273e+02 5.000000e-01
1.365273e+02 5.000000e-01
1.366273e+02 5.000000e-01
1.367273e+02 5.000000e-01
1.368274e+02 5.000000e-01
1.369274e+02 5.000000e-01
1.370274e+02 5.000000e-01
1.371274e+02 5.000000e-01
1.372274e+02 5.000000e-01
1.373275e+02 5.000000e-01
1.374275e+02 5.000000e-01
1.375275e+02 5.000000e-01
1.376275e+02 5.000000e-01
1.377275e+02 5.000000e-01
1.378276e+02 5.000000e-01
1.379276e+02 5.000000e-01
1.380276e+02 5.000000e-01
1.381276e+02 5.000000e-01
1.382276e+02 5.000000e-01
1.383277e+02 5.000000e-01
1.384277e+02 5.000000e-01
1.385277e+02 5.000000e-01
1.386277e+02 5.000000e-01
1.387277e+02 5.000000e-01
1.388278e+02 5.000000e-01
1.389278e+02 5.000000e-01
1.390278e+02 5.000000e-01
1.391278e+02 5.000000e-01
1.392278e+02 5.000000e-01
1.393279e+02 5.000000e-01
1.394279e+02 5.000000e-01
1.395279e+02 5.000000e-01
1.396279e+02 5.000000e-01
1.397279e+02 5.000000e-01
1.398280e+02 5.000000e-01
1.399280e+02 5.000000e-01
1.400280e+02 5.000000e-01
1.401280e+02 5.000000e-01
1.402280e+02 5.000000e-01
1.403281e+02 5.000000e-01
1.404281e+02 5.000000e-01
1.405281e+02 5.000000e-01
1.406281e+02 5.000000e-01
1.407281e+02 5.000000e-01
1.408282e+02 5.000000e-01
1.409282e+02 5.000000e-01
1.410282e+02 5.000000e-01
1.411282e+02 5.000000e-01
1.412282e+02 5.000000e-01
1.413283e+02 5.000000e-01
1.414283e+02 5.000000e-01
1.415283e+02 5.000000e-01
1.416283e+02 5.000000e-01
1.417283e+02 5.000000e-01
1.418284e+02 5.000000e-01
1.419284e+02 5.000000e-01
1.420284e+02 5.000000e-01
1.421284e+02 5.000000e-01
1.422284e+02 5.000000e-01
1.423285e+02 5.000000e-01
1.424285e+02 5.000000e-01
1.425285e+02 5.000000e-01
1.426285e+02 5.000000e-01
1.427285e+02 5.000000e-01
1.428286e+02 5.000000e-01
1.429286e+02 5.000000e-01
1.430286e+02 5.000000e-01
1.431286e+02 5.000000e-01
1.432286e+02 5.000000e-01
1.433287e+02 5.000000e-01
1.434287e+02 5.000000e-01
1.435287e+02 5.000000e-01
1.436287e+02 5.000000e-01
1.437287e+02 5.000000e-01
1.438288e+02 5.000000e-01
1.439288e+02 5.000000e-01
1.440288e+02 5.000000e-01
1.441288e+02 5.000000e-01
1.442288e+02 5.000000e-01
1.443289e+02 5.000000e-01
1.444289e+02 5.000000e-01
1.445289e+02 5.000000e-01
1.446289e+02 5.000000e-01
1.447289e+02 5.000000e-01
1.448290e+02 5.000000e-01
1.449290e+02 5.000000e-01
1.450290e+02 5.000000e-01
1.451290e+02 5.000000e-01
1.452290e+02 5.000000e-01
1.453291e+02 5.000000e-01
1.454291e+02 5.000000e-01
1.455291e+02 5.000000e-01
1.456291e+02 5.000000e-01
1.457291e+02 5.000000e-01
1.458292e+02 5.000000e-01
1.459292e+02 5.000000e-01
1.460292e+02 5.000000e-01
1.461292e+02 5.000000e-01
1.462292e+02 5.000000e-01
1.463293e+02 5.000000e-01
1.464293e+02 5.000000e-01
1.465293e+02 5.000000e-01
1.466293e+02 5.000000e-01
1.467293e+02 5.000000e-01
1.468294e+02 5.000000e-01
1.469294e+02 5.000000e-01
1.470294e+02 5.000000e-01
1.471294e+02 5.000000e-01
1.472294e+02 5.000000e-01
1.473295e+02 5.000000e-01
1.474295e+02 5.000000e-01
1.475295e+02 5.000000e-01
1.476295e+02 5.000000e-01
1.477295e+02 5.000000e-01
1.478296e+02 5.000000e-01
1.479296e+02 5.000000e-01
1.480296e+02 5.000000e-01
1.481296e+02 5.000000e-01
1.482296e+02 5.000000e-01
1.483297e+02 5.000000e-01
1.484297e+02 5.000000e-01
1.485297e+02 5.000000e-01
1.486297e+02 5.000000e-01
1.487297e+02 5.000000e-01
1.488298e+02 5.000000e-01
1.489298e+02 5.000000e-01
1.490298e+02 5.000000e-01
1.491298e+02 5.000000e-01
1.492298e+02 5.000000e-01
1.493299e+02 5.000000e-01
1.494299e+02 5.000000e-01
1.495299e+02 5.000000e-01
1.496299e+02 5.000000e-01
1.497299e+02 5.000000e-01
1.498300e+02 5.000000e-01
1.499300e+02 5.000000e-01
1.500300e+02 5.000000e-01
1.501300e+02 5.000000e-01
1.502300e+02 5.000000e-01
1.503301e+02 5.000000e-01
1.504301e+02 5.000000e-01
1.505301e+02 5.000000e-01
1.506301e+02 5.000000e-01
1.507301e+02 5.000000e-01
1.508302e+02 5.000000e-01
1.509302e+02 5.000000e-01
1.510302e+02 5.000000e-01
1.511302e+02 5.000000e-01
1.512302e+02 5.000000e-01
1.513303e+02 5.000000e-01
1.514303e+02 5.000000e-01
1.515303e+02 5.000000e-01
1.516303e+02 5.000000e-01
1.517303e+02 5.000000e-01
1.518304e+02 5.000000e-01
1.519304e+02 5.000000e-01
1.520304e+02 5.000000e-01
1.521304e+02 5.000000e-01
1.522304e+02 5.000000e-01
1.523305e+02 5.000000e-01
1.524305e+02 5.000000e-01
1.525305e+02 5.000000e-01
1.526305e+02 5.000000e-01
1.527305e+02 5.000000e-01
1.528306e+02 5.000000e-01
1.529306e+02 5.000000e-01
1.530306e+02 5.000000e-01
1.531306e+02 5.000000e-01
1.532306e+02 5.000000e-01
1.533307e+02 5.000000e-01
1.534307e+02 5.000000e-01
1.535307e+02 5.000000e-01
1.536307e+02 5.000000e-01
1.537307e+02 5.000000e-01
1.538308e+02 5.000000e-01
1.539308e+02 5.000000e-01
1.540308e+02 5.000000e-01
1.541308e+02 5.000000e-01
1.542308e+02 5.000000e-01
1.543309e+02 5.000000e-01
1.544309e+02 5.000000e-01
1.545309e+02 5.000000e-01
1.546309e+02 5.000000e-01
1.547309e+02 5.000000e-01
1.548310e+02 5.000000e-01
1.549310e+02 5.000000e-01
1.550310e+02 5.000000e-01
1.551310e+02 5.000000e-01
1.552310e+02 5.000000e-01
1.553311e+02 5.000000e-01
1.554311e+02 5.000000e-01
1.555311e+02 5.000000e-01
1.556311e+02 5.000000e-01
1.557311e+02 5.000000e-01
1.558312e+02 5.000000e-01
1.559312e+02 5.000000e-01
1.560312e+02 5.000000e-01
1.561312e+02 5.000000e-01
1.562312e+02 5.000000e-01
1.563313e+02 5.000000e-01
1.564313e+02 5.000000e-01
1.565313e+02 5.000000e-01
1.566313e+02 5.000000e-01
1.567313e+02 5.000000e-01
1.568314e+02 5.000000e-01
1.569314e+02 5.000000e-01
1.570314e+02 5.000000e-01
1.571314e+02 5.000000e-01
1.572314e+02 5.000000e-01
1.573315e+02 5.000000e-01
1.574315e+02 5.000000e-01
1.575315e+02 5.000000e-01
1.576315e+02 5.000000e-01
1.577315e+02 5.000000e-01
1.578316e+02 5.000000e-01
1.579316e+02 5.000000e-01
1.580316e+02 5.000000e-01
1.581316e+02 5.000000e-01
1.582316e+02 5.000000e-01
1.583317e+02 5.000000e-01
1.584317e+02 5.000000e-01
1.585317e+02 5.000000e-01
1.586317e+02 5.000000e-01
1.587317e+02 5.000000e-01
1.588318e+02 5.000000e-01
1.589318e+02 5.000000e-01
1.590318e+02 5.000000e-01
1.591318e+02 5.000000e-01
1.592318e+02 5.000000e-01
1.593319e+02 5.000000e-01
1.594319e+02 5.000000e-01
1.595319e+02 5.000000e-01
1.596319e+02 5.000000e-01
1.597319e+02 5.000000e-01
1.598320e+02 5.000000e-01
1.599320e+02 5.000000e-01
1.600320e+02 5.000000e-01
1.601320e+02 5.000000e-01
1.602320e+02 5.000000e-01
1.603321e+02 5.000000e-01
1.604321e+02 5.000000e-01
1.605321e+02 5.000000e-01
1.606321e+02 5.000000e-01
1.607321e+02 5.000000e-01
1.608322e+02 5.000000e-01
1.609322e+02 5.000000e-01
1.610322e+02 5.000000e-01
1.611322e+02 5.000000e-01
1.612322e+02 5.000000e-01
1.613323e+02 5.000000e-01
1.614323e+02 5.000000e-01
1.615323e+02 5.000000e-01
1.616323e+02 5.000000e-01
1.617323e+02 5.000000e-01
1.618324e+02 5.000000e-01
1.619324e+02 5.000000e-01
1.620324e+02 5.000000e-01
1.621324e+02 5.000000e-01
1.622324e+02 5.000000e-01
1.623325e+02 5.000000e-01
1.624325e+02 5.000000e-01
1.625325e+02 5.000000e-01
1.626325e+02 5.000000e-01
1.627325e+02 5.000000e-01
1.628326e+02 5.000000e-01
1.629326e+02 5.000000e-01
1.630326e+02 5.000000e-01
1.631326e+02 5.000000e-01
1.632326e+02 5.000000e-01
1.633327e+02 5.000000e-01
1.634327e+02 5.000000e-01
1.635327e+02 5.000000e-01
1.636327e+02 5.000000e-01
1.637327e+02 5.000000e-01
1.638328e+02 5.000000e-01
1.639328e+02 5.000000e-01
1.640328e+02 5.000000e-01
1.641328e+02 5.000000e-01
1.642328e+02 5.000000e-01
1.643329e+02 5.000000e-01
1.644329e+02 5.000000e-01
1.645329e+02 5.000000e-01
1.646329e+02 5.000000e-01
1.647329e+02 5.000000e-01
1.648330e+02 5.000000e-01
1.649330e+02 5.000000e-01
1.650330e+02 5.000000e-01
1.651330e+02 5.000000e-01
1.652330e+02 5.000000e-01
1.653331e+02 5.000000e-01
1.654331e+02 5.000000e-01
1.655331e+02 5.000000e-01
1.656331e+02 5.000000e-01
1.657331e+02 5.000000e-01
1.658332e+02 5.000000e-01
1.659332e+02 5.000000e-01
1.660332e+02 5.000000e-01
1.661332e+02 5.000000e-01
1.662332e+02 5.000000e-01
1.663333e+02 5.000000e-01
1.664333e+02 5.000000e-01
1.665333e+02 5.000000e-01
1.666333e+02 5.000000e-01
1.667333e+02 5.000000e-01
1.668334e+02 5.000000e-01
1.669334e+02 5.000000e-01
1.670334e+02 5.000000e-01
1.671334e+02 5.000000e-01
1.672334e+02 5.000000e-01
1.673335e+02 5.000000e-01
1.674335e+02 5.000000e-01
1.675335e+02 5.000000e-01
1.676335e+02 5.000000e-01
1.677335e+02 5.000000e-01
1.678336e+02 5.000000e-01
1.679336e+02 5.000000e-01
1.680336e+02 5.000000e-01
1.681336e+02 5.000000e-01
1.682336e+02 5.000000e-01
1.683337e+02 5.000000e-01
1.684337e+02 5.000000e-01
1.685337e+02 5.000000e-01
1.686337e+02 5.000000e-01
1.687337e+02 5.000000e-01
1.688338e+02 5.000000e-01
1.689338e+02 5.000000e-01
1.690338e+02 5.000000e-01
1.691338e+02 5.000000e-01
1.692338e+02 5.000000e-01
1.693339e+02 5.000000e-01
1.694339e+02 5.000000e-01
1.695339e+02 5.000000e-01
1.696339e+02 5.000000e-01
1.697339e+02 5.000000e-01
1.698340e+02 5.000000e-01
1.699340e+02 5.000000e-01
1.700340e+02 5.000000e-01
1.701340e+02 5.000000e-01
1.702340e+02 5.000000e-01
1.703341e+02 5.000000e-01
1.704341e+02 5.000000e-01
1.705341e+02 5.000000e-01
1.706341e+02 5.000000e-01
1.707341e+02 5.000000e-01
1.708342e+02 5.000000e-01
1.709342e+02 5.000000e-01
1.710342e+02 5.000000e-01
1.711342e+02 5.000000e-01
1.712342e+02 5.000000e-01
1.713343e+02 5.000000e-01
1.714343e+02 5.000000e-01
1.715343e+02 5.000000e-01
1.716343e+02 5.000000e-01
1.717343e+02 5.000000e-01
1.718344e+02 5.000000e-01
1.719344e+02 5.000000e-01
1.720344e+02 5.000000e-01
1.721344e+02 5.000000e-01
1.722344e+02 5.000000e-01
1.723345e+02 5.000000e-01
1.724345e+02 5.000000e-01
1.725345e+02 5.000000e-01
1.726345e+02 5.000000e-01
1.727345e+02 5.000000e-01
1.728346e+02 5.000000e-01
1.729346e+02 5.000000e-01
1.730346e+02 5.000000e-01
1.731346e+02 5.000000e-01
1.732346e+02 5.000000e-01
1.733347e+02 5.000000e-01
1.734347e+02 5.000000e-01
1.735347e+02 5.000000e-01
1.736347e+02 5.000000e-01
1.737347e+02 5.000000e-01
1.738348e+02 5.000000e-01
1.739348e+02 5.000000e-01
1.740348e+02 5.000000e-01
1.741348e+02 5.000000e-01
1.742348e+02 5.000000e-01
1.743349e+02 5.000000e-01
1.744349e+02 5.000000e-01
1.745349e+02 5.000000e-01
