# radius(km)    Ye
2.940588e+01 4.881176e-01
2.950590e+01 4.901180e-01
2.960592e+01 4.921184e-01
2.970594e+01 4.941188e-01
2.980596e+01 4.961192e-01
2.990598e+01 4.981196e-01
3.000600e+01 5.000000e-01
3.010602e+01 5.000000e-01
3.020604e+01 5.000000e-01
3.030606e+01 5.000000e-01
3.040608e+01 5.000000e-01
3.050610e+01 5.000000e-01
3.060612e+01 5.000000e-01
3.070614e+01 5.000000e-01
3.080616e+01 5.000000e-01
3.090618e+01 5.000000e-01
3.100620e+01 5.000000e-01
3.110622e+01 5.000000e-01
3.120624e+01 5.000000e-01
3.130626e+01 5.000000e-01
3.140628e+01 5.000000e-01
3.150630e+01 5.000000e-01
3.160632e+01 5.000000e-01
3.170634e+01 5.000000e-01
3.180636e+01 5.000000e-01
3.190638e+01 5.000000e-01
3.200640e+01 5.000000e-01
3.210642e+01 5.000000e-01
3.220644e+01 5.000000e-01
3.230646e+01 5.000000e-01
3.240648e+01 5.000000e-01
3.250650e+01 5.000000e-01
3.260652e+01 5.000000e-01
3.270654e+01 5.000000e-01
3.280656e+01 5.000000e-01
3.290658e+01 5.000000e-01
3.300660e+01 5.000000e-01
3.310662e+01 5.000000e-01
3.320664e+01 5.000000e-01
3.330666e+01 5.000000e-01
3.340668e+01 5.000000e-01
3.350670e+01 5.000000e-01
3.360672e+01 5.000000e-01
3.370674e+01 5.000000e-01
3.380676e+01 5.000000e-01
3.390678e+01 5.000000e-01
3.400680e+01 5.000000e-01
3.410682e+01 5.000000e-01
3.420684e+01 5.000000e-01
3.430686e+01 5.000000e-01
3.440688e+01 5.000000e-01
3.450690e+01 5.000000e-01
3.460692e+01 5.000000e-01
3.470694e+01 5.000000e-01
3.480696e+01 5.000000e-01
3.490698e+01 5.000000e-01
3.500700e+01 5.000000e-01
3.510702e+01 5.000000e-01
3.520704e+01 5.000000e-01
3.530706e+01 5.000000e-01
3.540708e+01 5.000000e-01
3.550710e+01 5.000000e-01
3.560712e+01 5.000000e-01
3.570714e+01 5.000000e-01
3.580716e+01 5.000000e-01
3.590718e+01 5.000000e-01
3.600720e+01 5.000000e-01
3.610722e+01 5.000000e-01
3.620724e+01 5.000000e-01
3.630726e+01 5.000000e-01
3.640728e+01 5.000000e-01
3.650730e+01 5.000000e-01
3.660732e+01 5.000000e-01
3.670734e+01 5.000000e-01
3.680736e+01 5.000000e-01
3.690738e+01 5.000000e-01
3.700740e+01 5.000000e-01
3.710742e+01 5.000000e-01
3.720744e+01 5.000000e-01
3.730746e+01 5.000000e-01
3.740748e+01 5.000000e-01
3.750750e+01 5.000000e-01
3.760752e+01 5.000000e-01
3.770754e+01 5.000000e-01
3.780756e+01 5.000000e-01
3.790758e+01 5.000000e-01
3.800760e+01 5.000000e-01
3.810762e+01 5.000000e-01
3.820764e+01 5.000000e-01
3.830766e+01 5.000000e-01
3.840768e+01 5.000000e-01
3.850770e+01 5.000000e-01
3.860772e+01 5.000000e-01
3.870774e+01 5.000000e-01
3.880776e+01 5.000000e-01
3.890778e+01 5.000000e-01
3.900780e+01 5.000000e-01
3.910782e+01 5.000000e-01
3.920784e+01 5.000000e-01
3.930786e+01 5.000000e-01
3.940788e+01 5.000000e-01
3.950790e+01 5.000000e-01
3.960792e+01 5.000000e-01
3.970794e+01 5.000000e-01
3.980796e+01 5.000000e-01
3.990798e+01 5.000000e-01
4.000800e+01 5.000000e-01
4.010802e+01 5.000000e-01
4.020804e+01 5.000000e-01
4.030806e+01 5.000000e-01
4.040808e+01 5.000000e-01
4.050810e+01 5.000000e-01
4.060812e+01 5.000000e-01
4.070814e+01 5.000000e-01
4.080816e+01 5.000000e-01
4.090818e+01 5.000000e-01
4.100820e+01 5.000000e-01
4.110822e+01 5.000000e-01
4.120824e+01 5.000000e-01
4.130826e+01 5.000000e-01
4.140828e+01 5.000000e-01
4.150830e+01 5.000000e-01
4.160832e+01 5.000000e-01
4.170834e+01 5.000000e-01
4.180836e+01 5.000000e-01
4.190838e+01 5.000000e-01
4.200840e+01 5.000000e-01
4.210842e+01 5.000000e-01
4.220844e+01 5.000000e-01
4.230846e+01 5.000000e-01
4.240848e+01 5.000000e-01
4.250850e+01 5.000000e-01
4.260852e+01 5.000000e-01
4.270854e+01 5.000000e-01
4.280856e+01 5.000000e-01
4.290858e+01 5.000000e-01
4.300860e+01 5.000000e-01
4.310862e+01 5.000000e-01
4.320864e+01 5.000000e-01
4.330866e+01 5.000000e-01
4.340868e+01 5.000000e-01
4.350870e+01 5.000000e-01
4.360872e+01 5.000000e-01
4.370874e+01 5.000000e-01
4.380876e+01 5.000000e-01
4.390878e+01 5.000000e-01
4.400880e+01 5.000000e-01
4.410882e+01 5.000000e-01
4.420884e+01 5.000000e-01
4.430886e+01 5.000000e-01
4.440888e+01 5.000000e-01
4.450890e+01 5.000000e-01
4.460892e+01 5.000000e-01
4.470894e+01 5.000000e-01
4.480896e+01 5.000000e-01
4.490898e+01 5.000000e-01
4.500900e+01 5.000000e-01
4.510902e+01 5.000000e-01
4.520904e+01 5.000000e-01
4.530906e+01 5.000000e-01
4.540908e+01 5.000000e-01
4.550910e+01 5.000000e-01
4.560912e+01 5.000000e-01
4.570914e+01 5.000000e-01
4.580916e+01 5.000000e-01
4.590918e+01 5.000000e-01
4.600920e+01 5.000000e-01
4.610922e+01 5.000000e-01
4.620924e+01 5.000000e-01
4.630926e+01 5.000000e-01
4.640928e+01 5.000000e-01
4.650930e+01 5.000000e-01
4.660932e+01 5.000000e-01
4.670934e+01 5.000000e-01
4.680936e+01 5.000000e-01
4.690938e+01 5.000000e-01
4.700940e+01 5.000000e-01
4.710942e+01 5.000000e-01
4.720944e+01 5.000000e-01
4.730946e+01 5.000000e-01
4.740948e+01 5.000000e-01
4.750950e+01 5.000000e-01
4.760952e+01 5.000000e-01
4.770954e+01 5.000000e-01
4.780956e+01 5.000000e-01
4.790958e+01 5.000000e-01
4.800960e+01 5.000000e-01
4.810962e+01 5.000000e-01
4.820964e+01 5.000000e-01
4.830966e+01 5.000000e-01
4.840968e+01 5.000000e-01
4.850970e+01 5.000000e-01
4.860972e+01 5.000000e-01
4.870974e+01 5.000000e-01
4.880976e+01 5.000000e-01
4.890978e+01 5.000000e-01
4.900980e+01 5.000000e-01
4.910982e+01 5.000000e-01
4.920984e+01 5.000000e-01
4.930986e+01 5.000000e-01
4.940988e+01 5.000000e-01
4.950990e+01 5.000000e-01
4.960992e+01 5.000000e-01
4.970994e+01 5.000000e-01
4.980996e+01 5.000000e-01
4.990998e+01 5.000000e-01
5.001000e+01 5.000000e-01
5.011002e+01 5.000000e-01
5.021004e+01 5.000000e-01
5.031006e+01 5.000000e-01
5.041008e+01 5.000000e-01
5.051010e+01 5.000000e-01
5.061012e+01 5.000000e-01
5.071014e+01 5.000000e-01
5.081016e+01 5.000000e-01
5.091018e+01 5.000000e-01
5.101020e+01 5.000000e-01
5.111022e+01 5.000000e-01
5.121024e+01 5.000000e-01
5.131026e+01 5.000000e-01
5.141028e+01 5.000000e-01
5.151030e+01 5.000000e-01
5.161032e+01 5.000000e-01
5.171034e+01 5.000000e-01
5.181036e+01 5.000000e-01
5.191038e+01 5.000000e-01
5.201040e+01 5.000000e-01
5.211042e+01 5.000000e-01
5.221044e+01 5.000000e-01
5.231046e+01 5.000000e-01
5.241048e+01 5.000000e-01
5.251050e+01 5.000000e-01
5.261052e+01 5.000000e-01
5.271054e+01 5.000000e-01
5.281056e+01 5.000000e-01
5.291058e+01 5.000000e-01
5.301060e+01 5.000000e-01
5.311062e+01 5.000000e-01
5.321064e+01 5.000000e-01
5.331066e+01 5.000000e-01
5.341068e+01 5.000000e-01
5.351070e+01 5.000000e-01
5.361072e+01 5.000000e-01
5.371074e+01 5.000000e-01
5.381076e+01 5.000000e-01
5.391078e+01 5.000000e-01
5.401080e+01 5.000000e-01
5.411082e+01 5.000000e-01
5.421084e+01 5.000000e-01
5.431086e+01 5.000000e-01
5.441088e+01 5.000000e-01
5.451090e+01 5.000000e-01
5.461092e+01 5.000000e-01
5.471094e+01 5.000000e-01
5.481096e+01 5.000000e-01
5.491098e+01 5.000000e-01
5.501100e+01 5.000000e-01
5.511102e+01 5.000000e-01
5.521104e+01 5.000000e-01
5.531106e+01 5.000000e-01
5.541108e+01 5.000000e-01
5.551110e+01 5.000000e-01
5.561112e+01 5.000000e-01
5.571114e+01 5.000000e-01
5.581116e+01 5.000000e-01
5.591118e+01 5.000000e-01
5.601120e+01 5.000000e-01
5.611122e+01 5.000000e-01
5.621124e+01 5.000000e-01
5.631126e+01 5.000000e-01
5.641128e+01 5.000000e-01
5.651130e+01 5.000000e-01
5.661132e+01 5.000000e-01
5.671134e+01 5.000000e-01
5.681136e+01 5.000000e-01
5.691138e+01 5.000000e-01
5.701140e+01 5.000000e-01
5.711142e+01 5.000000e-01
5.721144e+01 5.000000e-01
5.731146e+01 5.000000e-01
5.741148e+01 5.000000e-01
5.751150e+01 5.000000e-01
5.761152e+01 5.000000e-01
5.771154e+01 5.000000e-01
5.781156e+01 5.000000e-01
5.791158e+01 5.000000e-01
5.801160e+01 5.000000e-01
5.811162e+01 5.000000e-01
5.821164e+01 5.000000e-01
5.831166e+01 5.000000e-01
5.841168e+01 5.000000e-01
5.851170e+01 5.000000e-01
5.861172e+01 5.000000e-01
5.871174e+01 5.000000e-01
5.881176e+01 5.000000e-01
5.891178e+01 5.000000e-01
5.901180e+01 5.000000e-01
5.911182e+01 5.000000e-01
5.921184e+01 5.000000e-01
5.931186e+01 5.000000e-01
5.941188e+01 5.000000e-01
5.951190e+01 5.000000e-01
5.961192e+01 5.000000e-01
5.971194e+01 5.000000e-01
5.981196e+01 5.000000e-01
5.991198e+01 5.000000e-01
6.001200e+01 5.000000e-01
6.011202e+01 5.000000e-01
6.021204e+01 5.000000e-01
6.031206e+01 5.000000e-01
6.041208e+01 5.000000e-01
6.051210e+01 5.000000e-01
6.061212e+01 5.000000e-01
6.071214e+01 5.000000e-01
6.081216e+01 5.000000e-01
6.091218e+01 5.000000e-01
6.101220e+01 5.000000e-01
6.111222e+01 5.000000e-01
6.121224e+01 5.000000e-01
6.131226e+01 5.000000e-01
6.141228e+01 5.000000e-01
6.151230e+01 5.000000e-01
6.161232e+01 5.000000e-01
6.171234e+01 5.000000e-01
6.181236e+01 5.000000e-01
6.191238e+01 5.000000e-01
6.201240e+01 5.000000e-01
6.211242e+01 5.000000e-01
6.221244e+01 5.000000e-01
6.231246e+01 5.000000e-01
6.241248e+01 5.000000e-01
6.251250e+01 5.000000e-01
6.261252e+01 5.000000e-01
6.271254e+01 5.000000e-01
6.281256e+01 5.000000e-01
6.291258e+01 5.000000e-01
6.301260e+01 5.000000e-01
6.311262e+01 5.000000e-01
6.321264e+01 5.000000e-01
6.331266e+01 5.000000e-01
6.341268e+01 5.000000e-01
6.351270e+01 5.000000e-01
6.361272e+01 5.000000e-01
6.371274e+01 5.000000e-01
6.381276e+01 5.000000e-01
6.391278e+01 5.000000e-01
6.401280e+01 5.000000e-01
6.411282e+01 5.000000e-01
6.421284e+01 5.000000e-01
6.431286e+01 5.000000e-01
6.441288e+01 5.000000e-01
6.451290e+01 5.000000e-01
6.461292e+01 5.000000e-01
6.471294e+01 5.000000e-01
6.481296e+01 5.000000e-01
6.491298e+01 5.000000e-01
6.501300e+01 5.000000e-01
6.511302e+01 5.000000e-01
6.521304e+01 5.000000e-01
6.531306e+01 5.000000e-01
6.541308e+01 5.000000e-01
6.551310e+01 5.000000e-01
6.561312e+01 5.000000e-01
6.571314e+01 5.000000e-01
6.581316e+01 5.000000e-01
6.591318e+01 5.000000e-01
6.601320e+01 5.000000e-01
6.611322e+01 5.000000e-01
6.621324e+01 5.000000e-01
6.631326e+01 5.000000e-01
6.641328e+01 5.000000e-01
6.651330e+01 5.000000e-01
6.661332e+01 5.000000e-01
6.671334e+01 5.000000e-01
6.681336e+01 5.000000e-01
6.691338e+01 5.000000e-01
6.701340e+01 5.000000e-01
6.711342e+01 5.000000e-01
6.721344e+01 5.000000e-01
6.731346e+01 5.000000e-01
6.741348e+01 5.000000e-01
6.751350e+01 5.000000e-01
6.761352e+01 5.000000e-01
6.771354e+01 5.000000e-01
6.781356e+01 5.000000e-01
6.791358e+01 5.000000e-01
6.801360e+01 5.000000e-01
6.811362e+01 5.000000e-01
6.821364e+01 5.000000e-01
6.831366e+01 5.000000e-01
6.841368e+01 5.000000e-01
6.851370e+01 5.000000e-01
6.861372e+01 5.000000e-01
6.871374e+01 5.000000e-01
6.881376e+01 5.000000e-01
6.891378e+01 5.000000e-01
6.901380e+01 5.000000e-01
6.911382e+01 5.000000e-01
6.921384e+01 5.000000e-01
6.931386e+01 5.000000e-01
6.941388e+01 5.000000e-01
6.951390e+01 5.000000e-01
6.961392e+01 5.000000e-01
6.971394e+01 5.000000e-01
6.981396e+01 5.000000e-01
6.991398e+01 5.000000e-01
7.001400e+01 5.000000e-01
7.011402e+01 5.000000e-01
7.021404e+01 5.000000e-01
7.031406e+01 5.000000e-01
7.041408e+01 5.000000e-01
7.051410e+01 5.000000e-01
7.061412e+01 5.000000e-01
7.071414e+01 5.000000e-01
7.081416e+01 5.000000e-01
7.091418e+01 5.000000e-01
7.101420e+01 5.000000e-01
7.111422e+01 5.000000e-01
7.121424e+01 5.000000e-01
7.131426e+01 5.000000e-01
7.141428e+01 5.000000e-01
7.151430e+01 5.000000e-01
7.161432e+01 5.000000e-01
7.171434e+01 5.000000e-01
7.181436e+01 5.000000e-01
7.191438e+01 5.000000e-01
7.201440e+01 5.000000e-01
7.211442e+01 5.000000e-01
7.221444e+01 5.000000e-01
7.231446e+01 5.000000e-01
7.241448e+01 5.000000e-01
7.251450e+01 5.000000e-01
7.261452e+01 5.000000e-01
7.271454e+01 5.000000e-01
7.281456e+01 5.000000e-01
7.291458e+01 5.000000e-01
7.301460e+01 5.000000e-01
7.311462e+01 5.000000e-01
7.321464e+01 5.000000e-01
7.331466e+01 5.000000e-01
7.341468e+01 5.000000e-01
7.351470e+01 5.000000e-01
7.361472e+01 5.000000e-01
7.371474e+01 5.000000e-01
7.381476e+01 5.000000e-01
7.391478e+01 5.000000e-01
7.401480e+01 5.000000e-01
7.411482e+01 5.000000e-01
7.421484e+01 5.000000e-01
7.431486e+01 5.000000e-01
7.441488e+01 5.000000e-01
7.451490e+01 5.000000e-01
7.461492e+01 5.000000e-01
7.471494e+01 5.000000e-01
7.481496e+01 5.000000e-01
7.491498e+01 5.000000e-01
7.501500e+01 5.000000e-01
7.511502e+01 5.000000e-01
7.521504e+01 5.000000e-01
7.531506e+01 5.000000e-01
7.541508e+01 5.000000e-01
7.551510e+01 5.000000e-01
7.561512e+01 5.000000e-01
7.571514e+01 5.000000e-01
7.581516e+01 5.000000e-01
7.591518e+01 5.000000e-01
7.601520e+01 5.000000e-01
7.611522e+01 5.000000e-01
7.621524e+01 5.000000e-01
7.631526e+01 5.000000e-01
7.641528e+01 5.000000e-01
7.651530e+01 5.000000e-01
7.661532e+01 5.000000e-01
7.671534e+01 5.000000e-01
7.681536e+01 5.000000e-01
7.691538e+01 5.000000e-01
7.701540e+01 5.000000e-01
7.711542e+01 5.000000e-01
7.721544e+01 5.000000e-01
7.731546e+01 5.000000e-01
7.741548e+01 5.000000e-01
7.751550e+01 5.000000e-01
7.761552e+01 5.000000e-01
7.771554e+01 5.000000e-01
7.781556e+01 5.000000e-01
7.791558e+01 5.000000e-01
7.801560e+01 5.000000e-01
7.811562e+01 5.000000e-01
7.821564e+01 5.000000e-01
7.831566e+01 5.000000e-01
7.841568e+01 5.000000e-01
7.851570e+01 5.000000e-01
7.861572e+01 5.000000e-01
7.871574e+01 5.000000e-01
7.881576e+01 5.000000e-01
7.891578e+01 5.000000e-01
7.901580e+01 5.000000e-01
7.911582e+01 5.000000e-01
7.921584e+01 5.000000e-01
7.931586e+01 5.000000e-01
7.941588e+01 5.000000e-01
7.951590e+01 5.000000e-01
7.961592e+01 5.000000e-01
7.971594e+01 5.000000e-01
7.981596e+01 5.000000e-01
7.991598e+01 5.000000e-01
8.001600e+01 5.000000e-01
8.011602e+01 5.000000e-01
8.021604e+01 5.000000e-01
8.031606e+01 5.000000e-01
8.041608e+01 5.000000e-01
8.051610e+01 5.000000e-01
8.061612e+01 5.000000e-01
8.071614e+01 5.000000e-01
8.081616e+01 5.000000e-01
8.091618e+01 5.000000e-01
8.101620e+01 5.000000e-01
8.111622e+01 5.000000e-01
8.121624e+01 5.000000e-01
8.131626e+01 5.000000e-01
8.141628e+01 5.000000e-01
8.151630e+01 5.000000e-01
8.161632e+01 5.000000e-01
8.171634e+01 5.000000e-01
8.181636e+01 5.000000e-01
8.191638e+01 5.000000e-01
8.201640e+01 5.000000e-01
8.211642e+01 5.000000e-01
8.221644e+01 5.000000e-01
8.231646e+01 5.000000e-01
8.241648e+01 5.000000e-01
8.251650e+01 5.000000e-01
8.261652e+01 5.000000e-01
8.271654e+01 5.000000e-01
8.281656e+01 5.000000e-01
8.291658e+01 5.000000e-01
8.301660e+01 5.000000e-01
8.311662e+01 5.000000e-01
8.321664e+01 5.000000e-01
8.331666e+01 5.000000e-01
8.341668e+01 5.000000e-01
8.351670e+01 5.000000e-01
8.361672e+01 5.000000e-01
8.371674e+01 5.000000e-01
8.381676e+01 5.000000e-01
8.391678e+01 5.000000e-01
8.401680e+01 5.000000e-01
8.411682e+01 5.000000e-01
8.421684e+01 5.000000e-01
8.431686e+01 5.000000e-01
8.441688e+01 5.000000e-01
8.451690e+01 5.000000e-01
8.461692e+01 5.000000e-01
8.471694e+01 5.000000e-01
8.481696e+01 5.000000e-01
8.491698e+01 5.000000e-01
8.501700e+01 5.000000e-01
8.511702e+01 5.000000e-01
8.521704e+01 5.000000e-01
8.531706e+01 5.000000e-01
8.541708e+01 5.000000e-01
8.551710e+01 5.000000e-01
8.561712e+01 5.000000e-01
8.571714e+01 5.000000e-01
8.581716e+01 5.000000e-01
8.591718e+01 5.000000e-01
8.601720e+01 5.000000e-01
8.611722e+01 5.000000e-01
8.621724e+01 5.000000e-01
8.631726e+01 5.000000e-01
8.641728e+01 5.000000e-01
8.651730e+01 5.000000e-01
8.661732e+01 5.000000e-01
8.671734e+01 5.000000e-01
8.681736e+01 5.000000e-01
8.691738e+01 5.000000e-01
8.701740e+01 5.000000e-01
8.711742e+01 5.000000e-01
