0.	0.8592956019054625
0.25	0.8593404970269992
0.5	0.8594747763431199
0.75	0.8596973195402158
1.	0.860007340527243
1.25	0.8604038334345622
1.5	0.8608858420935649
1.75	0.8614523214075533
2.	0.8621022070276034
2.25	0.8628345497767796
2.5	0.863648411282676
2.75	0.8645430898002155
3.	0.8655180020152967
3.25	0.8665724680759753
3.5	0.8677054533768689
3.75	0.8689165602712293
4.	0.8702048788029316
4.25	0.8715695387697584
4.5	0.8730095245897903
4.75	0.8745239280564371
5.	0.8761122733346464
5.25	0.8777726281930209
5.5	0.8795010664228781
5.75	0.8812930537243255
6.	0.8831445011750921
6.25	0.8850509030214058
6.5	0.8870069716301153
6.75	0.8890065991424035
7.	0.8910438480971606
7.25	0.8931118465715612
7.5	0.8952022405470118
7.75	0.8973058358064125
8.	0.899414678398489
8.25	0.9015220632311437
8.5	0.9036217146090428
8.75	0.9057090724738492
9.	0.9077815475170286
9.25	0.9098372443688292
9.5	0.9118750133452266
9.75	0.9138938465273464
10.	0.9158917885317358
10.25	0.917869848161709
10.5	0.9198274292230098
10.75	0.9217646636111423
11.	0.9236819816463729
11.25	0.9255794565615231
11.5	0.9274574651219991
11.75	0.9293164704154614
12.	0.9311569709786983
12.25	0.932979238594094
12.5	0.9347837908224461
12.75	0.9365711098139484
13.	0.9383415580104304
13.25	0.9400954494176945
13.5	0.9418329699414897
13.75	0.9435543564880382
14.	0.9452599272395378
14.25	0.9469499133867167
14.5	0.9486245298089573
14.75	0.9502837995010897
15.	0.9519277106531896
15.25	0.9535561986905833
15.5	0.9551691449047326
15.75	0.956766509319077
16.	0.9583481280569313
16.25	0.9599136748070409
16.5	0.9614630495021455
16.75	0.9629961175028732
17.	0.9645125396028594
17.25	0.9660118654691158
17.5	0.9674936515895035
17.75	0.9689573316458889
18.	0.9704020406843945
18.25	0.9718270508534071
18.5	0.9732315162966045
18.75	0.9746143675371952
19.	0.9759745134573901
19.25	0.9773109839649585
19.5	0.9786229861053666
19.75	0.9799097357927844
20.	0.9811706081251625
