# g ma[MeV] Ea[MeV] dNdEdtKSVZ[adimensional]
2.e-6 5.75e0 1.46038e2 9.56409e28
2.e-6 5.75e0 1.47038e2 6.9361e28
2.e-6 5.75e0 1.48038e2 5.10227e28
2.e-6 5.75e0 1.49038e2 3.80084e28
2.e-6 5.75e0 1.50038e2 2.86292e28
2.e-6 5.75e0 1.51038e2 2.17869e28
2.e-6 5.75e0 1.52038e2 1.67361e28
2.e-6 5.75e0 1.53038e2 1.29638e28
2.e-6 5.75e0 1.54038e2 1.012e28
2.e-6 5.75e0 1.55038e2 7.95745e27
2.e-6 5.75e0 1.56038e2 6.29794e27
2.e-6 5.75e0 1.57038e2 5.01391e27
2.e-6 5.75e0 1.58038e2 4.01498e27
2.e-6 5.75e0 1.59038e2 3.23024e27
2.e-6 5.75e0 1.60038e2 2.58278e27
2.e-6 5.75e0 1.61038e2 2.12023e27
2.e-6 5.75e0 1.62038e2 1.72877e27
2.e-6 5.75e0 1.63038e2 1.41487e27
2.e-6 5.75e0 1.64038e2 1.16197e27
2.e-6 5.75e0 1.65038e2 9.57427e26
2.e-6 5.75e0 1.66038e2 6.24178e26
2.e-6 5.75e0 1.67038e2 6.5572e26
2.e-6 5.75e0 1.68038e2 5.44811e26
2.e-6 5.75e0 1.69038e2 4.53725e26
2.e-6 5.75e0 1.70038e2 3.78707e26
2.e-6 5.75e0 1.71038e2 3.16657e26
2.e-6 5.75e0 1.72038e2 2.65344e26
2.e-6 5.75e0 1.73038e2 2.22741e26
2.e-6 5.75e0 1.74038e2 1.87263e26
2.e-6 5.75e0 1.75038e2 1.57861e26
2.e-6 5.75e0 1.76038e2 1.32938e26
2.e-6 5.75e0 1.77038e2 1.12217e26
2.e-6 5.75e0 1.78038e2 9.48452e25
2.e-6 5.75e0 1.79038e2 8.02525e25
2.e-6 5.75e0 1.80038e2 6.79681e25
2.e-6 5.75e0 1.81038e2 5.76247e25
2.e-6 5.75e0 1.82038e2 4.88814e25
2.e-6 5.75e0 1.83038e2 4.15137e25
2.e-6 5.75e0 1.84038e2 3.52942e25
2.e-6 5.75e0 1.85038e2 2.99997e25
2.e-6 5.75e0 1.86038e2 2.55267e25
2.e-6 5.75e0 1.87038e2 2.17351e25
2.e-6 5.75e0 1.88038e2 1.85153e25
2.e-6 5.75e0 1.89038e2 1.57819e25
2.e-6 5.75e0 1.90038e2 1.34616e25
2.e-6 5.75e0 1.91038e2 1.14827e25
2.e-6 5.75e0 1.92038e2 9.80103e24
2.e-6 5.75e0 1.93038e2 8.369e24
2.e-6 5.75e0 1.94038e2 7.14889e24
2.e-6 5.75e0 1.95038e2 6.10884e24
2.e-6 5.75e0 1.96038e2 5.22182e24
2.e-6 5.75e0 1.97038e2 4.46571e24
2.e-6 5.75e0 1.98038e2 3.81955e24
2.e-6 5.75e0 1.99038e2 3.26735e24
2.e-6 1.05e1 1.1025e1 1.66948e34
2.e-6 1.05e1 1.2025e1 2.45384e34
2.e-6 1.05e1 1.3025e1 3.12744e34
2.e-6 1.05e1 1.4025e1 3.63533e34
2.e-6 1.05e1 1.5025e1 4.00601e34
2.e-6 1.05e1 1.6025e1 4.28086e34
2.e-6 1.05e1 1.7025e1 4.43547e34
2.e-6 1.05e1 1.8025e1 4.51434e34
2.e-6 1.05e1 1.9025e1 4.53316e34
2.e-6 1.05e1 2.0025e1 4.50383e34
2.e-6 1.05e1 2.1025e1 4.43257e34
2.e-6 1.05e1 2.2025e1 4.33899e34
2.e-6 1.05e1 2.3025e1 4.22226e34
2.e-6 1.05e1 2.4025e1 4.08729e34
2.e-6 1.05e1 2.5025e1 3.93874e34
2.e-6 1.05e1 2.6025e1 3.78001e34
2.e-6 1.05e1 2.7025e1 3.61553e34
2.e-6 1.05e1 2.8025e1 3.44722e34
2.e-6 1.05e1 2.9025e1 3.27744e34
2.e-6 1.05e1 3.0025e1 3.10802e34
2.e-6 1.05e1 3.1025e1 2.94772e34
2.e-6 1.05e1 3.2025e1 2.77555e34
2.e-6 1.05e1 3.3025e1 2.60704e34
2.e-6 1.05e1 3.4025e1 2.44548e34
2.e-6 1.05e1 3.5025e1 2.28923e34
2.e-6 1.05e1 3.6025e1 2.12248e34
2.e-6 1.05e1 3.7025e1 1.99538e34
2.e-6 1.05e1 3.8025e1 1.87649e34
2.e-6 1.05e1 3.9025e1 1.76134e34
2.e-6 1.05e1 4.0025e1 1.65228e34
2.e-6 1.05e1 4.1025e1 1.55076e34
2.e-6 1.05e1 4.2025e1 1.44878e34
2.e-6 1.05e1 4.3025e1 1.35136e34
2.e-6 1.05e1 4.4025e1 1.25943e34
2.e-6 1.05e1 4.5025e1 1.17261e34
2.e-6 1.05e1 4.6025e1 1.08958e34
2.e-6 1.05e1 4.7025e1 1.01411e34
2.e-6 1.05e1 4.8025e1 9.43461e33
2.e-6 1.05e1 4.9025e1 8.77184e33
2.e-6 1.05e1 5.0025e1 8.14298e33
2.e-6 1.05e1 5.1025e1 7.55188e33
2.e-6 1.05e1 5.2025e1 7.01792e33
2.e-6 1.05e1 5.3025e1 6.52098e33
2.e-6 1.05e1 5.4025e1 6.05632e33
2.e-6 1.05e1 5.5025e1 5.6196e33
2.e-6 1.05e1 5.6025e1 5.20796e33
2.e-6 1.05e1 5.7025e1 4.83608e33
2.e-6 1.05e1 5.8025e1 4.49073e33
2.e-6 1.05e1 5.9025e1 4.16898e33
2.e-6 1.05e1 6.0025e1 3.8664e33
2.e-6 1.05e1 6.1025e1 3.58203e33
2.e-6 1.05e1 6.2025e1 3.32601e33
2.e-6 1.05e1 6.3025e1 3.08886e33
2.e-6 1.05e1 6.4025e1 2.86797e33
2.e-6 1.05e1 6.5025e1 2.66894e33
2.e-6 1.05e1 6.6025e1 2.46543e33
2.e-6 1.05e1 6.7025e1 2.29009e33
2.e-6 1.05e1 6.8025e1 2.12795e33
2.e-6 1.05e1 6.9025e1 1.97536e33
2.e-6 1.05e1 7.0025e1 1.83342e33
2.e-6 1.05e1 7.1025e1 1.7028e33
2.e-6 1.05e1 7.2025e1 1.58354e33
2.e-6 1.05e1 7.3025e1 1.47365e33
2.e-6 1.05e1 7.4025e1 1.37118e33
2.e-6 1.05e1 7.5025e1 1.27492e33
2.e-6 1.05e1 7.6025e1 1.18558e33
2.e-6 1.05e1 7.7025e1 1.10394e33
2.e-6 1.05e1 7.8025e1 1.0282e33
2.e-6 1.05e1 7.9025e1 9.57623e32
2.e-6 1.05e1 8.0025e1 8.91465e32
2.e-6 1.05e1 8.1025e1 8.29898e32
2.e-6 1.05e1 8.2025e1 7.73517e32
2.e-6 1.05e1 8.3025e1 7.21205e32
2.e-6 1.05e1 8.4025e1 6.72387e32
2.e-6 1.05e1 8.5025e1 6.26424e32
2.e-6 1.05e1 8.6025e1 5.83659e32
2.e-6 1.05e1 8.7025e1 5.44949e32
2.e-6 1.05e1 8.8025e1 5.09211e32
2.e-6 1.05e1 8.9025e1 4.75452e32
2.e-6 1.05e1 9.0025e1 4.43764e32
2.e-6 1.05e1 9.1025e1 4.14204e32
2.e-6 1.05e1 9.2025e1 3.87393e32
2.e-6 1.05e1 9.3025e1 3.62592e32
2.e-6 1.05e1 9.4025e1 3.39362e32
2.e-6 1.05e1 9.5025e1 3.17544e32
2.e-6 1.05e1 9.6025e1 2.97211e32
2.e-6 1.05e1 9.7025e1 2.78577e32
2.e-6 1.05e1 9.8025e1 2.61314e32
2.e-6 1.05e1 9.9025e1 2.45995e32
2.e-6 1.05e1 1.00025e2 2.32124e32
2.e-6 1.05e1 1.01025e2 2.19004e32
2.e-6 1.05e1 1.02025e2 2.03914e32
2.e-6 1.05e1 1.03025e2 1.88545e32
2.e-6 1.05e1 1.04025e2 1.73526e32
2.e-6 1.05e1 1.05025e2 1.59507e32
2.e-6 1.05e1 1.06025e2 1.46666e32
2.e-6 1.05e1 1.07025e2 1.36865e32
2.e-6 1.05e1 1.08025e2 1.28811e32
2.e-6 1.05e1 1.09025e2 1.21248e32
2.e-6 1.05e1 1.10025e2 1.14142e32
2.e-6 1.05e1 1.11025e2 1.07476e32
2.e-6 1.05e1 1.12025e2 1.01299e32
2.e-6 1.05e1 1.13025e2 9.54907e31
2.e-6 1.05e1 1.14025e2 8.96681e31
2.e-6 1.05e1 1.15025e2 8.42503e31
2.e-6 1.05e1 1.16025e2 7.91069e31
2.e-6 1.05e1 1.17025e2 7.52409e31
2.e-6 1.05e1 1.18025e2 7.23703e31
2.e-6 1.05e1 1.19025e2 6.98607e31
2.e-6 1.05e1 1.20025e2 6.74571e31
2.e-6 1.05e1 1.21025e2 6.51436e31
2.e-6 1.05e1 1.22025e2 6.23088e31
2.e-6 1.05e1 1.23025e2 5.90231e31
2.e-6 1.05e1 1.24025e2 5.59043e31
2.e-6 1.05e1 1.25025e2 5.29705e31
2.e-6 1.05e1 1.26025e2 5.01842e31
2.e-6 1.05e1 1.27025e2 4.75764e31
2.e-6 1.05e1 1.28025e2 4.5107e31
2.e-6 1.05e1 1.29025e2 4.27616e31
2.e-6 1.05e1 1.30025e2 4.05528e31
2.e-6 1.05e1 1.31025e2 4.20605e31
2.e-6 1.05e1 1.32025e2 5.33485e31
2.e-6 1.05e1 1.33025e2 5.97314e31
2.e-6 1.05e1 1.34025e2 6.41525e31
2.e-6 1.05e1 1.35025e2 6.71308e31
2.e-6 1.05e1 1.36025e2 2.062e31
2.e-6 1.05e1 1.37025e2 6.53032e30
2.e-6 1.05e1 1.38025e2 3.13746e30
2.e-6 1.05e1 1.39025e2 1.73511e30
2.e-6 1.05e1 1.40025e2 1.03344e30
2.e-6 1.05e1 1.41025e2 6.46682e29
2.e-6 1.05e1 1.42025e2 4.19985e29
2.e-6 1.05e1 1.43025e2 2.80964e29
2.e-6 1.05e1 1.44025e2 1.92634e29
2.e-6 1.05e1 1.45025e2 1.34904e29
2.e-6 1.05e1 1.46025e2 9.62202e28
2.e-6 1.05e1 1.47025e2 6.97544e28
2.e-6 1.05e1 1.48025e2 5.12946e28
2.e-6 1.05e1 1.49025e2 3.8199e28
2.e-6 1.05e1 1.50025e2 2.87655e28
2.e-6 1.05e1 1.51025e2 2.18845e28
2.e-6 1.05e1 1.52025e2 1.68058e28
2.e-6 1.05e1 1.53025e2 1.30146e28
2.e-6 1.05e1 1.54025e2 1.01635e28
2.e-6 1.05e1 1.55025e2 7.98505e27
2.e-6 1.05e1 1.56025e2 6.31848e27
2.e-6 1.05e1 1.57025e2 5.02926e27
2.e-6 1.05e1 1.58025e2 4.02654e27
2.e-6 1.05e1 1.59025e2 3.23898e27
2.e-6 1.05e1 1.60025e2 2.61759e27
2.e-6 1.05e1 1.61025e2 2.12525e27
2.e-6 1.05e1 1.62025e2 1.73262e27
2.e-6 1.05e1 1.63025e2 1.41783e27
2.e-6 1.05e1 1.64025e2 1.16425e27
2.e-6 1.05e1 1.65025e2 9.59193e26
2.e-6 1.05e1 1.66025e2 7.92522e26
2.e-6 1.05e1 1.67025e2 6.56783e26
2.e-6 1.05e1 1.68025e2 5.45646e26
2.e-6 1.05e1 1.69025e2 4.5438e26
2.e-6 1.05e1 1.70025e2 3.79222e26
2.e-6 1.05e1 1.71025e2 3.17064e26
2.e-6 1.05e1 1.72025e2 2.65666e26
2.e-6 1.05e1 1.73025e2 2.23e26
2.e-6 1.05e1 1.74025e2 1.87467e26
2.e-6 1.05e1 1.75025e2 1.58027e26
2.e-6 1.05e1 1.76025e2 1.33069e26
2.e-6 1.05e1 1.77025e2 1.12323e26
2.e-6 1.05e1 1.78025e2 9.49309e25
2.e-6 1.05e1 1.79025e2 8.03222e25
2.e-6 1.05e1 1.80025e2 6.80248e25
2.e-6 1.05e1 1.81025e2 5.76711e25
2.e-6 1.05e1 1.82025e2 4.89194e25
2.e-6 1.05e1 1.83025e2 4.15449e25
2.e-6 1.05e1 1.84025e2 3.53199e25
2.e-6 1.05e1 1.85025e2 3.93177e25
2.e-6 1.05e1 1.86025e2 2.55444e25
2.e-6 1.05e1 1.87025e2 2.17499e25
2.e-6 1.05e1 1.88025e2 1.85276e25
2.e-6 1.05e1 1.89025e2 1.57922e25
2.e-6 1.05e1 1.90025e2 1.34699e25
2.e-6 1.05e1 1.91025e2 1.149e25
2.e-6 1.05e1 1.92025e2 9.80714e24
2.e-6 1.05e1 1.93025e2 8.37416e24
2.e-6 1.05e1 1.94025e2 7.15326e24
2.e-6 1.05e1 1.95025e2 6.11254e24
2.e-6 1.05e1 1.96025e2 5.22497e24
2.e-6 1.05e1 1.97025e2 4.46837e24
2.e-6 1.05e1 1.98025e2 3.82183e24
2.e-6 1.05e1 1.99025e2 3.2693e24
2.e-6 1.525e1 1.60125e1 1.71439e34
2.e-6 1.525e1 1.70125e1 2.16183e34
2.e-6 1.525e1 1.80125e1 2.56382e34
2.e-6 1.525e1 1.90125e1 2.86346e34
2.e-6 1.525e1 2.00125e1 3.0726e34
2.e-6 1.525e1 2.10125e1 3.20571e34
2.e-6 1.525e1 2.20125e1 3.28224e34
2.e-6 1.525e1 2.30125e1 3.31055e34
2.e-6 1.525e1 2.40125e1 3.29966e34
2.e-6 1.525e1 2.50125e1 3.25758e34
2.e-6 1.525e1 2.60125e1 3.19031e34
2.e-6 1.525e1 2.70125e1 3.10496e34
2.e-6 1.525e1 2.80125e1 3.0047e34
2.e-6 1.525e1 2.90125e1 2.8934e34
2.e-6 1.525e1 3.00125e1 2.77467e34
2.e-6 1.525e1 3.10125e1 2.65665e34
2.e-6 1.525e1 3.20125e1 2.52369e34
2.e-6 1.525e1 3.30125e1 2.38882e34
2.e-6 1.525e1 3.40125e1 2.25548e34
2.e-6 1.525e1 3.50125e1 2.12456e34
2.e-6 1.525e1 3.60125e1 1.98175e34
2.e-6 1.525e1 3.70125e1 1.87183e34
2.e-6 1.525e1 3.80125e1 1.7681e34
2.e-6 1.525e1 3.90125e1 1.66753e34
2.e-6 1.525e1 4.00125e1 1.57004e34
2.e-6 1.525e1 4.10125e1 1.4782e34
2.e-6 1.525e1 4.20125e1 1.38528e34
2.e-6 1.525e1 4.30125e1 1.29599e34
2.e-6 1.525e1 4.40125e1 1.21116e34
2.e-6 1.525e1 4.50125e1 1.13059e34
2.e-6 1.525e1 4.60125e1 1.05297e34
2.e-6 1.525e1 4.70125e1 9.82116e33
2.e-6 1.525e1 4.80125e1 9.15516e33
2.e-6 1.525e1 4.90125e1 8.52741e33
2.e-6 1.525e1 5.00125e1 7.93349e33
2.e-6 1.525e1 5.10125e1 7.36585e33
2.e-6 1.525e1 5.20125e1 6.8552e33
2.e-6 1.525e1 5.30125e1 6.37886e33
2.e-6 1.525e1 5.40125e1 5.93249e33
2.e-6 1.525e1 5.50125e1 5.5116e33
2.e-6 1.525e1 5.60125e1 5.114e33
2.e-6 1.525e1 5.70125e1 4.75391e33
2.e-6 1.525e1 5.80125e1 4.41878e33
2.e-6 1.525e1 5.90125e1 4.10601e33
2.e-6 1.525e1 6.00125e1 3.81117e33
2.e-6 1.525e1 6.10125e1 3.53429e33
2.e-6 1.525e1 6.20125e1 3.28419e33
2.e-6 1.525e1 6.30125e1 3.05228e33
2.e-6 1.525e1 6.40125e1 2.83594e33
2.e-6 1.525e1 6.50125e1 2.62973e33
2.e-6 1.525e1 6.60125e1 2.4389e33
2.e-6 1.525e1 6.70125e1 2.26702e33
2.e-6 1.525e1 6.80125e1 2.10794e33
2.e-6 1.525e1 6.90125e1 1.95995e33
2.e-6 1.525e1 7.00125e1 1.81989e33
2.e-6 1.525e1 7.10125e1 1.69085e33
2.e-6 1.525e1 7.20125e1 1.57342e33
2.e-6 1.525e1 7.30125e1 1.46532e33
2.e-6 1.525e1 7.40125e1 1.36357e33
2.e-6 1.525e1 7.50125e1 1.26867e33
2.e-6 1.525e1 7.60125e1 1.17998e33
2.e-6 1.525e1 7.70125e1 1.09901e33
2.e-6 1.525e1 7.80125e1 1.02404e33
2.e-6 1.525e1 7.90125e1 9.54082e32
2.e-6 1.525e1 8.00125e1 8.88474e32
2.e-6 1.525e1 8.10125e1 8.27412e32
2.e-6 1.525e1 8.20125e1 7.71376e32
2.e-6 1.525e1 8.30125e1 7.19415e32
2.e-6 1.525e1 8.40125e1 6.70912e32
2.e-6 1.525e1 8.50125e1 6.2522e32
2.e-6 1.525e1 8.60125e1 5.82689e32
2.e-6 1.525e1 8.70125e1 5.44153e32
2.e-6 1.525e1 8.80125e1 5.08582e32
2.e-6 1.525e1 8.90125e1 4.74964e32
2.e-6 1.525e1 9.00125e1 4.4339e32
2.e-6 1.525e1 9.10125e1 4.1389e32
2.e-6 1.525e1 9.20125e1 3.87195e32
2.e-6 1.525e1 9.30125e1 3.62473e32
2.e-6 1.525e1 9.40125e1 3.39292e32
2.e-6 1.525e1 9.50125e1 3.1756e32
2.e-6 1.525e1 9.60125e1 2.97277e32
2.e-6 1.525e1 9.70125e1 2.78677e32
2.e-6 1.525e1 9.80125e1 2.61444e32
2.e-6 1.525e1 9.90125e1 2.46128e32
2.e-6 1.525e1 1.00013e2 2.32267e32
2.e-6 1.525e1 1.01013e2 2.19165e32
2.e-6 1.525e1 1.02013e2 2.04146e32
2.e-6 1.525e1 1.03013e2 1.88789e32
2.e-6 1.525e1 1.04013e2 1.73795e32
2.e-6 1.525e1 1.05013e2 1.59777e32
2.e-6 1.525e1 1.06013e2 1.46939e32
2.e-6 1.525e1 1.07013e2 1.37089e32
2.e-6 1.525e1 1.08013e2 1.29038e32
2.e-6 1.525e1 1.09013e2 1.21474e32
2.e-6 1.525e1 1.10013e2 1.14364e32
2.e-6 1.525e1 1.11013e2 1.07691e32
2.e-6 1.525e1 1.12013e2 1.01511e32
2.e-6 1.525e1 1.13013e2 9.57023e31
2.e-6 1.525e1 1.14013e2 8.98778e31
2.e-6 1.525e1 1.15013e2 8.44771e31
2.e-6 1.525e1 1.16013e2 7.92888e31
2.e-6 1.525e1 1.17013e2 7.54139e31
2.e-6 1.525e1 1.18013e2 7.25333e31
2.e-6 1.525e1 1.19013e2 7.00171e31
2.e-6 1.525e1 1.20013e2 6.76075e31
2.e-6 1.525e1 1.21013e2 6.52885e31
2.e-6 1.525e1 1.22013e2 6.24636e31
2.e-6 1.525e1 1.23013e2 5.91742e31
2.e-6 1.525e1 1.24013e2 5.60593e31
2.e-6 1.525e1 1.25013e2 5.31105e31
2.e-6 1.525e1 1.26013e2 5.03187e31
2.e-6 1.525e1 1.27013e2 4.8097e31
2.e-6 1.525e1 1.28013e2 4.52311e31
2.e-6 1.525e1 1.29013e2 4.28806e31
2.e-6 1.525e1 1.30013e2 4.06667e31
2.e-6 1.525e1 1.31013e2 4.20599e31
2.e-6 1.525e1 1.32013e2 5.33551e31
2.e-6 1.525e1 1.33013e2 5.97789e31
2.e-6 1.525e1 1.34013e2 6.42159e31
2.e-6 1.525e1 1.35013e2 6.76551e31
2.e-6 1.525e1 1.36013e2 2.10838e31
2.e-6 1.525e1 1.37013e2 6.63272e30
2.e-6 1.525e1 1.38013e2 3.17784e30
2.e-6 1.525e1 1.39013e2 1.75529e30
2.e-6 1.525e1 1.40013e2 1.04456e30
2.e-6 1.525e1 1.41013e2 6.53181e29
2.e-6 1.525e1 1.42013e2 4.23926e29
2.e-6 1.525e1 1.43013e2 2.83429e29
2.e-6 1.525e1 1.44013e2 1.9422e29
2.e-6 1.525e1 1.45013e2 1.35943e29
2.e-6 1.525e1 1.46013e2 9.69119e28
2.e-6 1.525e1 1.47013e2 7.02162e28
2.e-6 1.525e1 1.48013e2 5.16169e28
2.e-6 1.525e1 1.49013e2 3.8423e28
2.e-6 1.525e1 1.50013e2 2.89226e28
2.e-6 1.525e1 1.51013e2 2.19959e28
2.e-6 1.525e1 1.52013e2 1.68854e28
2.e-6 1.525e1 1.53013e2 1.30719e28
2.e-6 1.525e1 1.54013e2 1.0205e28
2.e-6 1.525e1 1.55013e2 8.01524e27
2.e-6 1.525e1 1.56013e2 6.34057e27
2.e-6 1.525e1 1.57013e2 5.04548e27
2.e-6 1.525e1 1.58013e2 4.03851e27
2.e-6 1.525e1 1.59013e2 3.24802e27
2.e-6 1.525e1 1.60013e2 2.62411e27
2.e-6 1.525e1 1.61013e2 2.12997e27
2.e-6 1.525e1 1.62013e2 1.73585e27
2.e-6 1.525e1 1.63013e2 1.42049e27
2.e-6 1.525e1 1.64013e2 1.16622e27
2.e-6 1.525e1 1.65013e2 9.60658e26
2.e-6 1.525e1 1.66013e2 7.94162e26
2.e-6 1.525e1 1.67013e2 6.57587e26
2.e-6 1.525e1 1.68013e2 5.4624e26
2.e-6 1.525e1 1.69013e2 4.54817e26
2.e-6 1.525e1 1.70013e2 3.79543e26
2.e-6 1.525e1 1.71013e2 3.17298e26
2.e-6 1.525e1 1.72013e2 2.65837e26
2.e-6 1.525e1 1.73013e2 2.23123e26
2.e-6 1.525e1 1.74013e2 1.87555e26
2.e-6 1.525e1 1.75013e2 1.57886e26
2.e-6 1.525e1 1.76013e2 1.33113e26
2.e-6 1.525e1 1.77013e2 1.12352e26
2.e-6 1.525e1 1.78013e2 9.49505e25
2.e-6 1.525e1 1.79013e2 8.03347e25
2.e-6 1.525e1 1.80013e2 6.80323e25
2.e-6 1.525e1 1.81013e2 5.76753e25
2.e-6 1.525e1 1.82013e2 4.87863e25
2.e-6 1.525e1 1.83013e2 4.15432e25
2.e-6 1.525e1 1.84013e2 3.53187e25
2.e-6 1.525e1 1.85013e2 3.00344e25
2.e-6 1.525e1 1.86013e2 2.55423e25
2.e-6 1.525e1 1.87013e2 2.17476e25
2.e-6 1.525e1 1.88013e2 1.85253e25
2.e-6 1.525e1 1.89013e2 1.57901e25
2.e-6 1.525e1 1.90013e2 1.34682e25
2.e-6 1.525e1 1.91013e2 1.14881e25
2.e-6 1.525e1 1.92013e2 9.80546e24
2.e-6 1.525e1 1.93013e2 8.37266e24
2.e-6 1.525e1 1.94013e2 7.15192e24
2.e-6 1.525e1 1.95013e2 6.11137e24
2.e-6 1.525e1 1.96013e2 5.22394e24
2.e-6 1.525e1 1.97013e2 4.4668e24
2.e-6 1.525e1 1.98013e2 3.82106e24
2.e-6 1.525e1 1.99013e2 3.26864e24
2.e-6 2.e1 2.1e1 1.56139e34
2.e-6 2.e1 2.2e1 1.78851e34
2.e-6 2.e1 2.3e1 2.01014e34
2.e-6 2.e1 2.4e1 2.17601e34
2.e-6 2.e1 2.5e1 2.28546e34
2.e-6 2.e1 2.6e1 2.35126e34
2.e-6 2.e1 2.7e1 2.37751e34
2.e-6 2.e1 2.8e1 2.37479e34
2.e-6 2.e1 2.9e1 2.34769e34
2.e-6 2.e1 3.e1 2.30148e34
2.e-6 2.e1 3.1e1 2.2444e34
2.e-6 2.e1 3.2e1 2.16722e34
2.e-6 2.e1 3.3e1 2.08074e34
2.e-6 2.e1 3.4e1 1.98895e34
2.e-6 2.e1 3.5e1 1.89424e34
2.e-6 2.e1 3.6e1 1.78423e34
2.e-6 2.e1 3.7e1 1.69895e34
2.e-6 2.e1 3.8e1 1.61714e34
2.e-6 2.e1 3.9e1 1.5352e34
2.e-6 2.e1 4.e1 1.45404e34
2.e-6 2.e1 4.1e1 1.37615e34
2.e-6 2.e1 4.2e1 1.29645e34
2.e-6 2.e1 4.3e1 1.21848e34
2.e-6 2.e1 4.4e1 1.14349e34
2.e-6 2.e1 4.5e1 1.07147e34
2.e-6 2.e1 4.6e1 1.00146e34
2.e-6 2.e1 4.7e1 9.37056e33
2.e-6 2.e1 4.8e1 8.76149e33
2.e-6 2.e1 4.9e1 8.18389e33
2.e-6 2.e1 5.e1 7.63393e33
2.e-6 2.e1 5.1e1 7.10479e33
2.e-6 2.e1 5.2e1 6.62677e33
2.e-6 2.e1 5.3e1 6.17921e33
2.e-6 2.e1 5.4e1 5.75803e33
2.e-6 2.e1 5.5e1 5.35932e33
2.e-6 2.e1 5.6e1 4.981e33
2.e-6 2.e1 5.7e1 4.63752e33
2.e-6 2.e1 5.8e1 4.31736e33
2.e-6 2.e1 5.9e1 4.01696e33
2.e-6 2.e1 6.e1 3.7335e33
2.e-6 2.e1 6.1e1 3.47821e33
2.e-6 2.e1 6.2e1 3.22242e33
2.e-6 2.e1 6.3e1 2.99792e33
2.e-6 2.e1 6.4e1 2.78847e33
2.e-6 2.e1 6.5e1 2.59062e33
2.e-6 2.e1 6.6e1 2.40508e33
2.e-6 2.e1 6.7e1 2.23749e33
2.e-6 2.e1 6.8e1 2.08247e33
2.e-6 2.e1 6.9e1 1.93759e33
2.e-6 2.e1 7.e1 1.80228e33
2.e-6 2.e1 7.1e1 1.67416e33
2.e-6 2.e1 7.2e1 1.55936e33
2.e-6 2.e1 7.3e1 1.45232e33
2.e-6 2.e1 7.4e1 1.35291e33
2.e-6 2.e1 7.5e1 1.2591e33
2.e-6 2.e1 7.6e1 1.17172e33
2.e-6 2.e1 7.7e1 1.09193e33
2.e-6 2.e1 7.8e1 1.01799e33
2.e-6 2.e1 7.9e1 9.48952e32
2.e-6 2.e1 8.e1 8.841e32
2.e-6 2.e1 8.1e1 8.23619e32
2.e-6 2.e1 8.2e1 7.68176e32
2.e-6 2.e1 8.3e1 7.16717e32
2.e-6 2.e1 8.4e1 6.68662e32
2.e-6 2.e1 8.5e1 6.23361e32
2.e-6 2.e1 8.6e1 5.81168e32
2.e-6 2.e1 8.7e1 5.42892e32
2.e-6 2.e1 8.8e1 5.07563e32
2.e-6 2.e1 8.9e1 4.74147e32
2.e-6 2.e1 9.e1 4.42728e32
2.e-6 2.e1 9.1e1 4.13378e32
2.e-6 2.e1 9.2e1 3.8681e32
2.e-6 2.e1 9.3e1 3.62203e32
2.e-6 2.e1 9.4e1 3.39133e32
2.e-6 2.e1 9.5e1 3.1749e32
2.e-6 2.e1 9.6e1 2.97283e32
2.e-6 2.e1 9.7e1 2.78735e32
2.e-6 2.e1 9.8e1 2.61551e32
2.e-6 2.e1 9.9e1 2.46247e32
2.e-6 2.e1 1.e2 2.32414e32
2.e-6 2.e1 1.01e2 2.19332e32
2.e-6 2.e1 1.02e2 2.04396e32
2.e-6 2.e1 1.03e2 1.89059e32
2.e-6 2.e1 1.04e2 1.74096e32
2.e-6 2.e1 1.05e2 1.60093e32
2.e-6 2.e1 1.06e2 1.47257e32
2.e-6 2.e1 1.07e2 1.3737e32
2.e-6 2.e1 1.08e2 1.2933e32
2.e-6 2.e1 1.09e2 1.21754e32
2.e-6 2.e1 1.1e2 1.14642e32
2.e-6 2.e1 1.11e2 1.07965e32
2.e-6 2.e1 1.12e2 1.0178e32
2.e-6 2.e1 1.13e2 9.59688e31
2.e-6 2.e1 1.14e2 9.0209e31
2.e-6 2.e1 1.15e2 8.46678e31
2.e-6 2.e1 1.16e2 7.9544e31
2.e-6 2.e1 1.17e2 7.56403e31
2.e-6 2.e1 1.18e2 7.27457e31
2.e-6 2.e1 1.19e2 7.02232e31
2.e-6 2.e1 1.2e2 6.78058e31
2.e-6 2.e1 1.21e2 6.54778e31
2.e-6 2.e1 1.22e2 6.26628e31
2.e-6 2.e1 1.23e2 5.9369e31
2.e-6 2.e1 1.24e2 5.62471e31
2.e-6 2.e1 1.25e2 5.32911e31
2.e-6 2.e1 1.26e2 5.04928e31
2.e-6 2.e1 1.27e2 4.78739e31
2.e-6 2.e1 1.28e2 4.53919e31
2.e-6 2.e1 1.29e2 4.3035e31
2.e-6 2.e1 1.3e2 4.08148e31
2.e-6 2.e1 1.31e2 4.21059e31
2.e-6 2.e1 1.32e2 5.34049e31
2.e-6 2.e1 1.33e2 5.98602e31
2.e-6 2.e1 1.34e2 6.43226e31
2.e-6 2.e1 1.35e2 6.7869e31
2.e-6 2.e1 1.36e2 2.1583e31
2.e-6 2.e1 1.37e2 6.74961e30
2.e-6 2.e1 1.38e2 3.22465e30
2.e-6 2.e1 1.39e2 1.77893e30
