# m_a[MeV] g_a Z
1.0 2e-06 0.17436854748750114
1.0476157527896648 2e-06 0.17436241264549132
1.0974987654930561 2e-06 0.1743559853933627
1.1497569953977358 2e-06 0.1743492495524038
1.2045035402587823 2e-06 0.17434219936440665
1.2618568830660204 2e-06 0.1743348144274774
1.321941148466029 2e-06 0.17432706982261487
1.384886371393873 2e-06 0.17431894617422353
1.4508287784959397 2e-06 0.17431043678039732
1.5199110829529336 2e-06 0.17430151163853402
1.5922827933410924 2e-06 0.17429216388683177
1.6681005372000588 2e-06 0.1742823642871327
1.7475284000076838 2e-06 0.17427210627749312
1.8307382802953682 2e-06 0.17426135549987362
1.9179102616724888 2e-06 0.17425009031530597
2.0092330025650473 2e-06 0.17423830393309095
2.1049041445120205 2e-06 0.17422595902001636
2.205130739903046 2e-06 0.1742130383568655
2.3101297000831598 2e-06 0.17419950255424954
2.420128264794382 2e-06 0.17418533888976728
2.535364493970112 2e-06 0.17417052033621683
2.6560877829466865 2e-06 0.1741550153545883
2.782559402207125 2e-06 0.1741387488765205
2.915053062825177 2e-06 0.17412174648916431
3.0538555088334154 2e-06 0.1741039227406385
3.1992671377973836 2e-06 0.17408528371323212
3.3516026509388426 2e-06 0.1740657467495984
3.511191734215132 2e-06 0.17404530027994677
3.6783797718286344 2e-06 0.17402386520462984
3.8535285937105295 2e-06 0.17400141572309755
4.0370172585965545 2e-06 0.17397791963702988
4.229242874389499 2e-06 0.1739532875693459
4.430621457583881 2e-06 0.17392748957878532
4.641588833612779 2e-06 0.17390050929360698
4.862601580065355 2e-06 0.173872338928309
5.09413801481638 2e-06 0.17384291720464742
5.3366992312063095 2e-06 0.17381225435064754
5.590810182512224 2e-06 0.17378042306030306
5.857020818056667 2e-06 0.17372932329207197
6.135907273413174 2e-06 0.17364773417996127
6.428073117284322 2e-06 0.1735624148131495
6.734150657750823 2e-06 0.17347350505508385
7.054802310718643 2e-06 0.17338101850659784
7.390722033525779 2e-06 0.1732848136580207
7.742636826811272 2e-06 0.17318468212130975
8.111308307896872 2e-06 0.17308040584119783
8.497534359086444 2e-06 0.1729716939212492
8.902150854450388 2e-06 0.17285825276304348
9.326033468832199 2e-06 0.17274038255778956
9.770099572992255 2e-06 0.17261825256441804
10.235310218990262 2e-06 0.17249304645097088
10.722672220103236 2e-06 0.17233084650462535
11.233240329780276 2e-06 0.1721214343500385
11.768119524349984 2e-06 0.1719078318281108
12.328467394420665 2e-06 0.17168957544292696
12.91549665014884 2e-06 0.17146587623030565
13.530477745798075 2e-06 0.17123667235583812
14.174741629268055 2e-06 0.1710058237886369
14.84968262254465 2e-06 0.17078391097980947
15.556761439304722 2e-06 0.17050850125923636
16.297508346206442 2e-06 0.1428921718024625
17.073526474706913 2e-06 0.1428921718024625
17.886495290574352 2e-06 0.1428921718024625
18.73817422860385 2e-06 0.1428921718024625
19.630406500402714 2e-06 0.1428921718024625
20.565123083486515 2e-06 0.1428921718024625
21.544346900318846 2e-06 0.1428921718024625
22.570197196339205 2e-06 0.1428921718024625
23.644894126454084 2e-06 0.1428921718024625
24.770763559917114 2e-06 0.1428921718024625
25.950242113997373 2e-06 0.1428921718024625
27.185882427329414 2e-06 0.1428921718024625
28.48035868435802 2e-06 0.1428921718024625
29.836472402833405 2e-06 0.1428921718024625
31.25715849688237 2e-06 0.1428921718024625
32.7454916287773 2e-06 0.1428921718024625
34.30469286314919 2e-06 0.1428921718024625
35.938136638046274 2e-06 0.1428921718024625
37.649358067924695 2e-06 0.1428921718024625
39.442060594376564 2e-06 0.1428921718024625
41.32012400115339 2e-06 0.1428921718024625
43.287612810830595 2e-06 0.1428921718024625
45.34878508128585 2e-06 0.1428921718024625
47.50810162102798 2e-06 0.1428921718024625
49.770235643321115 2e-06 0.1428921718024625
52.140082879996875 2e-06 0.1428921718024625
54.62277217684343 2e-06 0.1428921718024625
57.223676593502205 2e-06 0.1428921718024625
59.94842503189412 2e-06 0.1428921718024625
62.80291441834256 2e-06 0.1428921718024625
65.79332246575683 2e-06 0.1428921718024625
68.92612104349699 2e-06 0.1428921718024625
72.20809018385468 2e-06 0.1428921718024625
75.64633275546291 2e-06 0.1428921718024625
79.24828983539177 2e-06 0.1428921718024625
83.02175681319748 2e-06 0.1428921718024625
86.97490026177834 2e-06 0.1428921718024625
91.11627561154896 2e-06 0.1428921718024625
95.45484566618342 2e-06 0.1428921718024625
