# m_a[MeV] g_a Z
1.0 2e-06 0.043190412053995694
1.0476157527896648 2e-06 0.04317816432899537
1.0974987654930561 2e-06 0.043165326144583974
1.1497569953977358 2e-06 0.043151868143001905
1.204503540258782 2e-06 0.04313775740187876
1.2618568830660204 2e-06 0.04312295964714232
1.321941148466029 2e-06 0.043107440017937614
1.384886371393873 2e-06 0.04309116503715557
1.4508287784959397 2e-06 0.043074105439047126
1.5199110829529339 2e-06 0.04305621968739904
1.5922827933410924 2e-06 0.043037464910247
1.6681005372000588 2e-06 0.04301779307502822
1.7475284000076838 2e-06 0.04299717518223606
1.8307382802953682 2e-06 0.0429755607677717
1.9179102616724888 2e-06 0.042952887093583365
2.0092330025650473 2e-06 0.04292910855242512
2.1049041445120205 2e-06 0.04290417427049657
2.205130739903046 2e-06 0.04287803475238002
2.3101297000831598 2e-06 0.04285061713844537
2.420128264794382 2e-06 0.042821871005920414
2.535364493970112 2e-06 0.04279173553841492
2.6560877829466865 2e-06 0.042760145912831005
2.7825594022071245 2e-06 0.04272702809837954
2.915053062825177 2e-06 0.04269230963657985
3.0538555088334154 2e-06 0.04265591208001151
3.1992671377973836 2e-06 0.04261777663464827
3.3516026509388426 2e-06 0.042577822508704476
3.5111917342151315 2e-06 0.04253596558842766
3.678379771828634 2e-06 0.04249213520335702
3.8535285937105295 2e-06 0.04244622916759714
4.0370172585965545 2e-06 0.04239820097292168
4.229242874389499 2e-06 0.0423479722859389
4.430621457583881 2e-06 0.042295480892789804
4.641588833612779 2e-06 0.04224062950408762
4.862601580065355 2e-06 0.04218340943320485
5.09413801481638 2e-06 0.042123764187671726
5.3366992312063095 2e-06 0.04206165685646188
5.590810182512223 2e-06 0.0419970970991322
5.857020818056667 2e-06 0.04189482395057554
6.135907273413174 2e-06 0.04173299269672522
6.428073117284322 2e-06 0.041563827718398116
6.734150657750822 2e-06 0.04138713511008118
7.054802310718643 2e-06 0.04120272620940687
7.390722033525779 2e-06 0.04101057011097393
7.742636826811272 2e-06 0.04081046358616482
8.111308307896872 2e-06 0.040602513069821336
8.497534359086444 2e-06 0.040386713556011485
8.902150854450388 2e-06 0.04016339164699095
9.326033468832199 2e-06 0.03993291201095404
9.770099572992253 2e-06 0.03969599062376241
10.235310218990262 2e-06 0.03945359472691105
10.722672220103236 2e-06 0.03914124817125662
11.233240329780276 2e-06 0.03873946061166473
11.768119524349986 2e-06 0.03832703324896775
12.328467394420665 2e-06 0.037905606531301525
12.91549665014884 2e-06 0.03747742001637965
13.530477745798075 2e-06 0.037046257064361994
14.174741629268055 2e-06 0.03661833735796719
14.84968262254465 2e-06 0.0362055902380509
15.556761439304724 2e-06 0.035699173712749596
16.297508346206442 2e-06 0.03474135941292583
17.073526474706913 2e-06 0.03424987823278584
17.886495290574352 2e-06 0.03345765721601835
18.738174228603846 2e-06 0.03259217015709124
19.630406500402714 2e-06 0.031948202405880095
20.565123083486515 2e-06 0.030838606180096102
21.544346900318843 2e-06 0.03039033013167874
22.5701971963392 2e-06 0.029623189870797602
23.644894126454084 2e-06 0.029349359221794002
24.770763559917114 2e-06 0.028662206946003417
25.950242113997373 2e-06 0.02796215209385533
27.185882427329414 2e-06 0.027553948809054707
28.48035868435802 2e-06 0.026055513992801357
29.8364724028334 2e-06 0.025305819945943817
31.25715849688237 2e-06 0.024544674075503398
32.7454916287773 2e-06 0.022924333538796148
34.30469286314919 2e-06 0.020669583538909353
35.938136638046274 2e-06 0.01946571051028338
37.64935806792469 2e-06 0.017687212856304847
39.44206059437656 2e-06 0.015819395852819055
41.32012400115339 2e-06 0.013754897841524939
43.287612810830595 2e-06 0.01227285050559503
45.34878508128585 2e-06 0.010789640716299573
47.50810162102798 2e-06 0.007759053091832345
49.77023564332111 2e-06 0.0
52.14008287999687 2e-06 0.0
54.62277217684342 2e-06 0.0
57.2236765935022 2e-06 0.0
59.94842503189412 2e-06 0.0
62.80291441834257 2e-06 0.0
65.79332246575683 2e-06 0.0
68.92612104349698 2e-06 0.0
72.20809018385468 2e-06 0.0
75.6463327554629 2e-06 0.0
79.24828983539177 2e-06 0.0
83.02175681319748 2e-06 0.0
86.97490026177834 2e-06 0.0
91.11627561154897 2e-06 0.0
95.45484566618343 2e-06 0.0
100.0 2e-06 0.0
1.0 3.16764e-06 0.07422381125382893
1.0476157527896648 3.16764e-06 0.07419933379838657
1.0974987654930561 3.16764e-06 0.07417353788020882
1.1497569953977358 3.16764e-06 0.07414653235485183
1.204503540258782 3.16764e-06 0.0741181887856284
1.2618568830660204 3.16764e-06 0.07408845147349734
1.321941148466029 3.16764e-06 0.07405721729330339
1.384886371393873 3.16764e-06 0.07402435792393054
1.4508287784959397 3.16764e-06 0.07399004560117521
1.5199110829529339 3.16764e-06 0.07395404306270466
1.5922827933410924 3.16764e-06 0.07391647890897542
1.6681005372000588 3.16764e-06 0.07387709011662551
1.7475284000076838 3.16764e-06 0.07383564829953929
1.8307382802953682 3.16764e-06 0.07379229695576829
1.9179102616724888 3.16764e-06 0.07374700506788465
2.0092330025650473 3.16764e-06 0.073699124875178
2.1049041445120205 3.16764e-06 0.07364899445238081
2.205130739903046 3.16764e-06 0.07359640960772373
2.3101297000831598 3.16764e-06 0.073541317468147
2.420128264794382 3.16764e-06 0.07348365638255192
2.535364493970112 3.16764e-06 0.07342337226957844
2.6560877829466865 3.16764e-06 0.07335998923631276
2.7825594022071245 3.16764e-06 0.07329359184430141
2.915053062825177 3.16764e-06 0.07322391464074957
3.0538555088334154 3.16764e-06 0.07315077624844658
3.1992671377973836 3.16764e-06 0.07307435917512606
3.3516026509388426 3.16764e-06 0.07299421454941533
3.5111917342151315 3.16764e-06 0.0729103201362522
3.678379771828634 3.16764e-06 0.07282243200067813
3.8535285937105295 3.16764e-06 0.0727302932845464
4.0370172585965545 3.16764e-06 0.0726340257726634
4.229242874389499 3.16764e-06 0.0725331938815282
4.430621457583881 3.16764e-06 0.07242789979969165
4.641588833612779 3.16764e-06 0.07231796233217089
4.862601580065355 3.16764e-06 0.07220341169773953
5.09413801481638 3.16764e-06 0.07208376253302992
5.3366992312063095 3.16764e-06 0.07195921399325801
5.590810182512223 3.16764e-06 0.07183011791192032
5.857020818056667 3.16764e-06 0.07162344944293944
6.135907273413174 3.16764e-06 0.07129503143616506
6.428073117284322 3.16764e-06 0.07095148851666788
6.734150657750822 3.16764e-06 0.07059229800836035
7.054802310718643 3.16764e-06 0.07021733252668554
7.390722033525779 3.16764e-06 0.0698259690561505
7.742636826811272 3.16764e-06 0.069418171195151
8.111308307896872 3.16764e-06 0.06899393938480265
8.497534359086444 3.16764e-06 0.06855313186727506
8.902150854450388 3.16764e-06 0.06809628126683721
9.326033468832199 3.16764e-06 0.06762426821119813
9.770099572992253 3.16764e-06 0.06713822988054464
10.235310218990262 3.16764e-06 0.06664011094938169
10.722672220103236 3.16764e-06 0.06599029375195667
11.233240329780276 3.16764e-06 0.06514576540969112
11.768119524349986 3.16764e-06 0.06427577499866216
12.328467394420665 3.16764e-06 0.06338262002634588
12.91549665014884 3.16764e-06 0.062469388623766116
13.530477745798075 3.16764e-06 0.06154188593162117
14.174741629268055 3.16764e-06 0.06060997585428125
14.84968262254465 3.16764e-06 0.059692633084477816
15.556761439304724 3.16764e-06 0.05856691576021396
16.297508346206442 3.16764e-06 0.056561739492817044
17.073526474706913 3.16764e-06 0.055460431505056515
17.886495290574352 3.16764e-06 0.05374491938385807
18.738174228603846 3.16764e-06 0.05192108886663394
19.630406500402714 3.16764e-06 0.05048681197797693
20.565123083486515 3.16764e-06 0.04822651139844457
21.544346900318843 3.16764e-06 0.047223490678262044
22.5701971963392 3.16764e-06 0.04585052373509969
23.644894126454084 3.16764e-06 0.04528115779666829
24.770763559917114 3.16764e-06 0.044016513649982776
