# # m_a[MeV] g_a L_a[erg s^-1]
1.000000000000000036e-10 9.999999999999998555e-10 1.163237082088504661e+52
1.000000000000000056e-01 9.999999999999998555e-10 1.163344695609783850e+52
1.000000000000000000e+00 9.999999999999998555e-10 1.163136111596047510e+52
5.000000000000000000e+00 9.999999999999998555e-10 1.158076900556198058e+52
1.000000000000000000e+01 9.999999999999998555e-10 1.142102739902225282e+52
2.000000000000000000e+01 9.999999999999998555e-10 1.083117608345776488e+52
5.000000000000000000e+01 9.999999999999998555e-10 8.245048676797310932e+51
1.000000000000000000e+02 9.999999999999998555e-10 4.733189499809000221e+51
2.000000000000000000e+02 9.999999999999998555e-10 1.136182754603862965e+51
3.000000000000000000e+02 9.999999999999998555e-10 -7.385214118256725288e+49
1.000000000000000036e-10 3.082399239745143535e-09 1.085379388543488820e+53
1.000000000000000056e-01 3.082399239745143535e-09 1.085376950999766687e+53
1.000000000000000000e+00 3.082399239745143535e-09 1.085284719240297440e+53
5.000000000000000000e+00 3.082399239745143535e-09 1.080537585146430684e+53
1.000000000000000000e+01 3.082399239745143535e-09 1.065545070660198706e+53
2.000000000000000000e+01 3.082399239745143535e-09 1.010179449285930901e+53
5.000000000000000000e+01 3.082399239745143535e-09 7.675926593102176714e+52
1.000000000000000000e+02 3.082399239745143535e-09 4.388659883553122608e+52
2.000000000000000000e+02 3.082399239745143535e-09 1.048636921215699503e+52
3.000000000000000000e+02 3.082399239745143535e-09 -6.842788180012624531e+50
1.000000000000000036e-10 9.501185073181437661e-09 8.935004977927857350e+53
1.000000000000000056e-01 9.501185073181437661e-09 8.935018735946356280e+53
1.000000000000000000e+00 9.501185073181437661e-09 8.933358829935516602e+53
5.000000000000000000e+00 9.501185073181437661e-09 8.892855070257580026e+53
1.000000000000000000e+01 9.501185073181437661e-09 8.764679383105793432e+53
2.000000000000000000e+01 9.501185073181437661e-09 8.290607967666509528e+53
5.000000000000000000e+01 9.501185073181437661e-09 6.222405400490602758e+53
1.000000000000000000e+02 9.501185073181437661e-09 3.451261895626117179e+53
2.000000000000000000e+02 9.501185073181437661e-09 7.898887599295505674e+52
3.000000000000000000e+02 9.501185073181437661e-09 -5.302045619134545177e+51
1.000000000000000036e-10 2.928644564625237447e-08 4.378365826235202981e+54
1.000000000000000056e-01 2.928644564625237447e-08 4.378382076982462326e+54
1.000000000000000000e+00 2.928644564625237447e-08 4.377529786342167226e+54
5.000000000000000000e+00 2.928644564625237447e-08 4.356270232658554085e+54
1.000000000000000000e+01 2.928644564625237447e-08 4.285860502939630843e+54
2.000000000000000000e+01 2.928644564625237447e-08 4.031601518875173865e+54
5.000000000000000000e+01 2.928644564625237447e-08 2.924601970795829970e+54
1.000000000000000000e+02 2.928644564625237447e-08 1.433199514054529265e+54
2.000000000000000000e+02 2.928644564625237447e-08 2.410239331645123013e+53
3.000000000000000000e+02 2.928644564625237447e-08 -1.994417873549695366e+52
1.000000000000000036e-10 9.027251779484579019e-08 7.775506143846074658e+54
1.000000000000000056e-01 9.027251779484579019e-08 7.775892884952256229e+54
1.000000000000000000e+00 9.027251779484579019e-08 7.775167739888182274e+54
5.000000000000000000e+00 9.027251779484579019e-08 7.746890860529561218e+54
1.000000000000000000e+01 9.027251779484579019e-08 7.603253712310358831e+54
2.000000000000000000e+01 9.027251779484579019e-08 7.142519595705665928e+54
5.000000000000000000e+01 9.027251779484579019e-08 5.067304220653381992e+54
1.000000000000000000e+02 9.027251779484579019e-08 1.996392597066157320e+54
2.000000000000000000e+02 9.027251779484579019e-08 7.141753650980618442e+52
3.000000000000000000e+02 9.027251779484579019e-08 -2.814504884130013826e+52
1.000000000000000036e-10 2.782559402207125871e-07 2.695666802749661589e+54
1.000000000000000056e-01 2.782559402207125871e-07 2.695637243240256126e+54
1.000000000000000000e+00 2.782559402207125871e-07 2.695099708371728352e+54
5.000000000000000000e+00 2.782559402207125871e-07 2.688553453438259810e+54
1.000000000000000000e+01 2.782559402207125871e-07 2.617206126663794936e+54
2.000000000000000000e+01 2.782559402207125871e-07 2.419082998972765347e+54
5.000000000000000000e+01 2.782559402207125871e-07 1.658527389813995487e+54
1.000000000000000000e+02 2.782559402207125871e-07 6.068609685907295994e+53
2.000000000000000000e+02 2.782559402207125871e-07 3.177063200144478787e+50
3.000000000000000000e+02 2.782559402207125871e-07 -1.294657543490605591e+52
1.000000000000000036e-10 8.576958985908945317e-07 3.448182417996007529e+53
1.000000000000000056e-01 8.576958985908945317e-07 3.448432585133376833e+53
