# # m_a[MeV] g_a L_a[erg s^-1]
1.000000000000000000e+00 8.576958985908945317e-07 3.446119791846559487e+53
5.000000000000000000e+00 8.576958985908945317e-07 3.335512688852362483e+53
1.000000000000000000e+01 8.576958985908945317e-07 3.114661542323049636e+53
2.000000000000000000e+01 8.576958985908945317e-07 2.525019565004602493e+53
5.000000000000000000e+01 8.576958985908945317e-07 1.197986591411399035e+53
1.000000000000000000e+02 8.576958985908945317e-07 3.139527236730587835e+52
2.000000000000000000e+02 8.576958985908945317e-07 6.480660702413336706e+45
3.000000000000000000e+02 8.576958985908945317e-07 -4.733382382834129835e+50
1.000000000000000036e-10 2.643761185749101236e-06 7.937446916056745875e+52
1.000000000000000056e-01 2.643761185749101236e-06 7.937550176110757484e+52
1.000000000000000000e+00 2.643761185749101236e-06 7.906635868934192108e+52
5.000000000000000000e+00 2.643761185749101236e-06 7.353990291267010896e+52
1.000000000000000000e+01 2.643761185749101236e-06 6.168637421622029920e+52
2.000000000000000000e+01 2.643761185749101236e-06 3.714309978219773497e+52
5.000000000000000000e+01 2.643761185749101236e-06 5.888300039287013771e+51
1.000000000000000000e+02 2.643761185749101236e-06 4.053970167945721189e+50
2.000000000000000000e+02 2.643761185749101236e-06 1.050597576268375460e+42
3.000000000000000000e+02 2.643761185749101236e-06 -2.969419309358699272e+46
1.000000000000000036e-10 8.149127469020747276e-06 4.749250982523940562e+52
1.000000000000000056e-01 8.149127469020747276e-06 4.749103872370464785e+52
1.000000000000000000e+00 8.149127469020747276e-06 4.723940941407294302e+52
5.000000000000000000e+00 8.149127469020747276e-06 4.269541176819676122e+52
1.000000000000000000e+01 8.149127469020747276e-06 3.337856256271005256e+52
2.000000000000000000e+01 8.149127469020747276e-06 1.624975521992025729e+52
5.000000000000000000e+01 8.149127469020747276e-06 8.991588593963429918e+50
1.000000000000000000e+02 8.149127469020747276e-06 6.157025301763252534e+48
2.000000000000000000e+02 8.149127469020747276e-06 1.682507194431275764e+41
3.000000000000000000e+02 8.149127469020747276e-06 -1.480152899272509465e+39
1.000000000000000036e-10 2.511886431509582188e-05 2.932546552735998245e+52
1.000000000000000056e-01 2.511886431509582188e-05 2.932581063265088408e+52
1.000000000000000000e+00 2.511886431509582188e-05 2.919326292337131997e+52
5.000000000000000000e+00 2.511886431509582188e-05 2.689755152048190248e+52
1.000000000000000000e+01 2.511886431509582188e-05 2.174768810857575655e+52
2.000000000000000000e+01 2.511886431509582188e-05 1.113476318480806465e+52
5.000000000000000000e+01 2.511886431509582188e-05 5.334648346733174889e+50
1.000000000000000000e+02 2.511886431509582188e-05 9.931052454444631817e+47
2.000000000000000000e+02 2.511886431509582188e-05 2.746677363617597292e+35
3.000000000000000000e+02 2.511886431509582188e-05 -2.319336696665485881e+35
