# Ea rad s(Ea,rad)
7.046465e+01 3.000000e+00 4.766169e-02
7.046465e+01 4.000000e+00 4.804940e-02
7.046465e+01 5.000000e+00 4.864181e-02
7.046465e+01 6.000000e+00 4.895631e-02
7.046465e+01 7.000000e+00 4.586538e-02
7.046465e+01 8.000000e+00 3.691641e-02
7.046465e+01 9.000000e+00 3.047684e-02
7.046465e+01 1.000000e+01 2.725531e-02
7.046465e+01 1.100000e+01 2.554566e-02
7.046465e+01 1.200000e+01 2.454303e-02
7.046465e+01 1.300000e+01 2.373043e-02
7.046465e+01 1.400000e+01 2.316712e-02
7.046465e+01 1.500000e+01 2.186356e-02
7.046465e+01 1.600000e+01 2.073571e-02
7.046465e+01 1.700000e+01 1.889961e-02
7.046465e+01 1.800000e+01 1.788642e-02
7.046465e+01 1.900000e+01 1.667080e-02
7.046465e+01 2.000000e+01 1.709100e-02
7.348485e+01 0.000000e+00 4.958344e-02
7.348485e+01 1.000000e+00 4.952187e-02
7.348485e+01 2.000000e+00 4.951921e-02
7.348485e+01 3.000000e+00 4.996875e-02
7.348485e+01 4.000000e+00 5.023518e-02
7.348485e+01 5.000000e+00 5.066945e-02
7.348485e+01 6.000000e+00 5.065873e-02
7.348485e+01 7.000000e+00 4.706299e-02
7.348485e+01 8.000000e+00 3.760924e-02
7.348485e+01 9.000000e+00 3.095673e-02
7.348485e+01 1.000000e+01 2.765671e-02
7.348485e+01 1.100000e+01 2.591668e-02
7.348485e+01 1.200000e+01 2.490516e-02
7.348485e+01 1.300000e+01 2.409188e-02
7.348485e+01 1.400000e+01 2.353462e-02
7.348485e+01 1.500000e+01 2.222662e-02
7.348485e+01 1.600000e+01 2.109403e-02
7.348485e+01 1.700000e+01 1.923391e-02
7.348485e+01 1.800000e+01 1.819003e-02
7.348485e+01 1.900000e+01 1.690888e-02
7.348485e+01 2.000000e+01 1.727564e-02
7.650505e+01 0.000000e+00 5.218626e-02
7.650505e+01 1.000000e+00 5.206111e-02
7.650505e+01 2.000000e+00 5.198099e-02
7.650505e+01 3.000000e+00 5.231210e-02
7.650505e+01 4.000000e+00 5.244751e-02
7.650505e+01 5.000000e+00 5.271210e-02
7.650505e+01 6.000000e+00 5.235254e-02
7.650505e+01 7.000000e+00 4.823016e-02
7.650505e+01 8.000000e+00 3.826683e-02
7.650505e+01 9.000000e+00 3.140479e-02
7.650505e+01 1.000000e+01 2.802824e-02
7.650505e+01 1.100000e+01 2.625830e-02
7.650505e+01 1.200000e+01 2.523742e-02
7.650505e+01 1.300000e+01 2.442259e-02
7.650505e+01 1.400000e+01 2.386992e-02
7.650505e+01 1.500000e+01 2.255674e-02
7.650505e+01 1.600000e+01 2.141810e-02
7.650505e+01 1.700000e+01 1.953376e-02
7.650505e+01 1.800000e+01 1.845775e-02
7.650505e+01 1.900000e+01 1.711197e-02
7.650505e+01 2.000000e+01 1.742598e-02
7.952525e+01 0.000000e+00 5.485009e-02
7.952525e+01 1.000000e+00 5.465245e-02
7.952525e+01 2.000000e+00 5.448569e-02
7.952525e+01 3.000000e+00 5.468761e-02
7.952525e+01 4.000000e+00 5.468242e-02
7.952525e+01 5.000000e+00 5.476606e-02
7.952525e+01 6.000000e+00 5.403434e-02
7.952525e+01 7.000000e+00 4.936497e-02
7.952525e+01 8.000000e+00 3.888885e-02
7.952525e+01 9.000000e+00 3.182122e-02
7.952525e+01 1.000000e+01 2.837027e-02
7.952525e+01 1.100000e+01 2.657098e-02
7.952525e+01 1.200000e+01 2.554032e-02
7.952525e+01 1.300000e+01 2.472313e-02
7.952525e+01 1.400000e+01 2.417367e-02
7.952525e+01 1.500000e+01 2.285461e-02
7.952525e+01 1.600000e+01 2.170873e-02
7.952525e+01 1.700000e+01 1.980014e-02
7.952525e+01 1.800000e+01 1.869091e-02
7.952525e+01 1.900000e+01 1.728194e-02
7.952525e+01 2.000000e+01 1.754438e-02
8.254545e+01 0.000000e+00 5.757094e-02
8.254545e+01 1.000000e+00 5.729161e-02
8.254545e+01 2.000000e+00 5.702891e-02
8.254545e+01 3.000000e+00 5.709101e-02
8.254545e+01 4.000000e+00 5.693583e-02
8.254545e+01 5.000000e+00 5.682749e-02
8.254545e+01 6.000000e+00 5.570081e-02
8.254545e+01 7.000000e+00 5.046569e-02
8.254545e+01 8.000000e+00 3.947512e-02
8.254545e+01 9.000000e+00 3.220631e-02
8.254545e+01 1.000000e+01 2.868324e-02
8.254545e+01 1.100000e+01 2.685523e-02
