# Ea rad s(Ea,rad)
3.724242e+01 1.700000e+01 2.629966e-01
3.724242e+01 1.800000e+01 2.753253e-01
3.724242e+01 1.900000e+01 2.904692e-01
3.724242e+01 2.000000e+01 3.045561e-01
4.026263e+01 0.000000e+00 1.732143e-01
4.026263e+01 1.000000e+00 1.763106e-01
4.026263e+01 2.000000e+00 1.813909e-01
4.026263e+01 3.000000e+00 1.928684e-01
4.026263e+01 4.000000e+00 2.054729e-01
4.026263e+01 5.000000e+00 2.243661e-01
4.026263e+01 6.000000e+00 2.637337e-01
4.026263e+01 7.000000e+00 3.002358e-01
4.026263e+01 8.000000e+00 2.905194e-01
4.026263e+01 9.000000e+00 2.635016e-01
4.026263e+01 1.000000e+01 2.478029e-01
4.026263e+01 1.100000e+01 2.410407e-01
4.026263e+01 1.200000e+01 2.400545e-01
4.026263e+01 1.300000e+01 2.423982e-01
4.026263e+01 1.400000e+01 2.475015e-01
4.026263e+01 1.500000e+01 2.532455e-01
4.026263e+01 1.600000e+01 2.612180e-01
4.026263e+01 1.700000e+01 2.689350e-01
4.026263e+01 1.800000e+01 2.818007e-01
4.026263e+01 1.900000e+01 2.964018e-01
4.026263e+01 2.000000e+01 3.089154e-01
4.328283e+01 0.000000e+00 1.856367e-01
4.328283e+01 1.000000e+00 1.889455e-01
4.328283e+01 2.000000e+00 1.942794e-01
4.328283e+01 3.000000e+00 2.059959e-01
4.328283e+01 4.000000e+00 2.187063e-01
4.328283e+01 5.000000e+00 2.376126e-01
4.328283e+01 6.000000e+00 2.767249e-01
4.328283e+01 7.000000e+00 3.113668e-01
4.328283e+01 8.000000e+00 2.980294e-01
4.328283e+01 9.000000e+00 2.689382e-01
4.328283e+01 1.000000e+01 2.524074e-01
4.328283e+01 1.100000e+01 2.453412e-01
4.328283e+01 1.200000e+01 2.443158e-01
4.328283e+01 1.300000e+01 2.467422e-01
4.328283e+01 1.400000e+01 2.520671e-01
4.328283e+01 1.500000e+01 2.579856e-01
4.328283e+01 1.600000e+01 2.662968e-01
4.328283e+01 1.700000e+01 2.743318e-01
4.328283e+01 1.800000e+01 2.875604e-01
4.328283e+01 1.900000e+01 3.014123e-01
4.328283e+01 2.000000e+01 3.122705e-01
4.630303e+01 0.000000e+00 1.986749e-01
4.630303e+01 1.000000e+00 2.021939e-01
4.630303e+01 2.000000e+00 2.077662e-01
4.630303e+01 3.000000e+00 2.196735e-01
4.630303e+01 4.000000e+00 2.324317e-01
4.630303e+01 5.000000e+00 2.512696e-01
4.630303e+01 6.000000e+00 2.899475e-01
4.630303e+01 7.000000e+00 3.224663e-01
4.630303e+01 8.000000e+00 3.053274e-01
4.630303e+01 9.000000e+00 2.741360e-01
4.630303e+01 1.000000e+01 2.567693e-01
4.630303e+01 1.100000e+01 2.493909e-01
4.630303e+01 1.200000e+01 2.483105e-01
4.630303e+01 1.300000e+01 2.507973e-01
4.630303e+01 1.400000e+01 2.563113e-01
4.630303e+01 1.500000e+01 2.623622e-01
4.630303e+01 1.600000e+01 2.709464e-01
4.630303e+01 1.700000e+01 2.792043e-01
4.630303e+01 1.800000e+01 2.926354e-01
4.630303e+01 1.900000e+01 3.055671e-01
4.630303e+01 2.000000e+01 3.147292e-01
4.932323e+01 0.000000e+00 2.123353e-01
4.932323e+01 1.000000e+00 2.160587e-01
4.932323e+01 2.000000e+00 2.218492e-01
4.932323e+01 3.000000e+00 2.338942e-01
4.932323e+01 4.000000e+00 2.466387e-01
4.932323e+01 5.000000e+00 2.653227e-01
4.932323e+01 6.000000e+00 3.033780e-01
4.932323e+01 7.000000e+00 3.335101e-01
4.932323e+01 8.000000e+00 3.124011e-01
4.932323e+01 9.000000e+00 2.790902e-01
4.932323e+01 1.000000e+01 2.608872e-01
4.932323e+01 1.100000e+01 2.531902e-01
4.932323e+01 1.200000e+01 2.520404e-01
4.932323e+01 1.300000e+01 2.545666e-01
4.932323e+01 1.400000e+01 2.602387e-01
4.932323e+01 1.500000e+01 2.663829e-01
4.932323e+01 1.600000e+01 2.751779e-01
4.932323e+01 1.700000e+01 2.835703e-01
4.932323e+01 1.800000e+01 2.970578e-01
4.932323e+01 1.900000e+01 3.089314e-01
4.932323e+01 2.000000e+01 3.163896e-01
5.234343e+01 0.000000e+00 2.266235e-01
5.234343e+01 1.000000e+00 2.305404e-01
5.234343e+01 2.000000e+00 2.365239e-01
5.234343e+01 3.000000e+00 2.486488e-01
5.234343e+01 4.000000e+00 2.613147e-01
5.234343e+01 5.000000e+00 2.797554e-01
5.234343e+01 6.000000e+00 3.169926e-01
5.234343e+01 7.000000e+00 3.444749e-01
5.234343e+01 8.000000e+00 3.192401e-01
5.234343e+01 9.000000e+00 2.837978e-01
5.234343e+01 1.000000e+01 2.647609e-01
5.234343e+01 1.100000e+01 2.567404e-01
5.234343e+01 1.200000e+01 2.555079e-01
5.234343e+01 1.300000e+01 2.580539e-01
5.234343e+01 1.400000e+01 2.638546e-01
5.234343e+01 1.500000e+01 2.700555e-01
5.234343e+01 1.600000e+01 2.790032e-01
5.234343e+01 1.700000e+01 2.874485e-01
5.234343e+01 1.800000e+01 3.008609e-01
5.234343e+01 1.900000e+01 3.115676e-01
5.234343e+01 2.000000e+01 3.173404e-01
5.536364e+01 0.000000e+00 2.415425e-01
5.536364e+01 1.000000e+00 2.456367e-01
5.536364e+01 2.000000e+00 2.517829e-01
5.536364e+01 3.000000e+00 2.639259e-01
5.536364e+01 4.000000e+00 2.764450e-01
5.536364e+01 5.000000e+00 2.945497e-01
5.536364e+01 6.000000e+00 3.307675e-01
5.536364e+01 7.000000e+00 3.553385e-01
5.536364e+01 8.000000e+00 3.258352e-01
5.536364e+01 9.000000e+00 2.882566e-01
5.536364e+01 1.000000e+01 2.683911e-01
5.536364e+01 1.100000e+01 2.600435e-01
5.536364e+01 1.200000e+01 2.587163e-01
5.536364e+01 1.300000e+01 2.612638e-01
5.536364e+01 1.400000e+01 2.671651e-01
5.536364e+01 1.500000e+01 2.733888e-01
5.536364e+01 1.600000e+01 2.824348e-01
5.536364e+01 1.700000e+01 2.908582e-01
5.536364e+01 1.800000e+01 3.040777e-01
5.536364e+01 1.900000e+01 3.135356e-01
5.536364e+01 2.000000e+01 3.176619e-01
5.838384e+01 0.000000e+00 2.570923e-01
